street_id,osm_commercial_pct_50m,osm_green_pct_50m,osm_industrial_pct_50m,osm_other_pct_50m,osm_residential_pct_50m,osm_commercial_pct_100m,osm_green_pct_100m,osm_industrial_pct_100m,osm_other_pct_100m,osm_residential_pct_100m
T11702G,0.0,0.4190417320945033,0.0,0.0,99.58095826790314,0.0,12.439721307646783,0.0,0.0,87.46499851005771
P72700,0.0,0.0,0.0,0.0,0.0,0.0,1.3370579084870544,0.0,0.0,0.0
T03860W,0.0,135.09194796986498,0.0,0.0,0.0,0.0,147.93158461205053,0.0,0.0,0.0
T20748V,0.0,3.3561884672537268,0.0,0.0,38.56878531888381,0.0,2.627931632444587,0.0,0.0,56.11218674387142
T04551Q,0.0,12.885790534868391,0.0,0.0,0.0,0.0,19.02623917754031,0.0,0.0,0.0
T03494U,0.0,0.0,0.0,0.0,100.00000000000003,0.0,0.0,0.0,0.0,99.99999999999997
T15587L,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,99.53085237023689
T19635S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T05428S,0.0,28.91094852687107,0.0,0.0,0.0,0.0,40.73891750649534,0.0,0.0,0.0
T15942K,0.0,1.63969558553935,0.0,0.0,31.428584303500212,0.041960224329326154,13.760405397527922,0.0,0.0,27.859437382742826
T17274F,0.0,5.783291559130542,0.0,0.0,0.0,0.0,14.49745733434629,0.0,0.0,0.0
T14732Y,0.0,8.812116976066328,0.0,0.0,0.0,0.0,5.820583560864358,0.0,0.0,0.8967487891265039
T02049Z,0.0,0.22409833024448078,0.0,0.0,35.46460818824176,0.0,1.5254703186545497,0.0,0.0,37.99709356996075
T15841G,0.0,0.3711704973824671,0.0,0.0,66.21440884721238,1.1794315546799465,0.9297672291494925,0.0,0.0,59.981748205683324
T02306X,0.0,0.0,0.0,0.0,24.824011208697584,0.0,0.0,0.0,0.0,25.264703531114428
T02035T,0.0,0.0,0.0,0.0,0.0,0.0,1.2105584435829069,0.0,0.0,0.0
