fid,street_id,road_category,signal_count_50m,poi_count_50m,tree_count_50m,transport_count_50m,signal_count_100m,poi_count_100m,tree_count_100m,transport_count_100m,noise_day,noise_evening,noise_night
176,T16202L,residential,2,3,34,1,8,4,86,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
177,T21163G,residential,1,1,1,2,1,1,1,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
178,T20976F,tertiary,1,1,1,1,2,1,1,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
179,T18547P,pedestrian,1,3,1,1,1,15,7,1,55 - 60 dB(A),50 - 55 dB(A),< 40 dB(A)
180,T05001V,residential,1,4,15,1,1,11,30,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
181,T00887V,living_street,7,9,1,1,15,26,2,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
182,RL0028B,trunk,1,1,1,1,1,1,1,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
183,T01825L,residential,5,8,1,1,5,12,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
184,T10879A,tertiary,1,1,1,1,1,1,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
185,T12228F,living_street,1,1,1,1,1,3,5,1,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A)
186,T01146V,pedestrian,1,5,1,1,1,12,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
187,T09084E,tertiary,6,6,93,1,10,8,258,4,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
188,RD0103Y,trunk,1,1,1,1,7,1,1,4,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
189,T11932S,residential,3,1,1,1,3,1,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
190,T07510T,residential,1,1,35,1,1,3,116,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
191,T07958V,residential,1,8,1,1,1,30,20,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
192,T05306J,residential,1,1,1,2,1,6,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
193,T08647N,residential,1,1,1,1,3,1,30,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
194,T13627U,residential,2,2,18,2,3,7,18,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
195,T07336X,residential,2,8,1,1,4,12,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
196,T05251L,residential,1,1,1,1,1,2,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
197,T06673H,residential,1,1,1,5,4,2,1,6,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
198,T09839X,residential,10,4,43,1,10,4,108,5,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
199,T00099B,residential,1,5,1,1,1,21,1,1,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A)
200,T09574R,residential,5,1,1,1,5,5,30,3,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
201,T19280L,tertiary,3,3,1,1,7,13,1,2,75 - 80 dB(A),70 - 75 dB(A),65 - 70 dB(A)
202,T20933U,tertiary,1,1,1,1,8,4,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
203,T15832F,residential,1,1,1,4,1,1,1,8,50 - 55 dB(A),45 - 50 dB(A),45 - 50 dB(A)
204,T21310Z,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
205,T14932E,residential,1,1,1,1,9,2,1,4,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
206,T20053X,secondary,4,1,18,5,13,5,63,8,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
207,T20295N,residential,1,1,1,1,4,7,2,3,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
208,T19850X,living_street,1,4,1,1,1,4,1,4,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
209,T11101N,residential,1,1,1,1,3,3,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
210,T12601G,residential,1,1,1,1,1,1,1,2,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
211,T00461Z,pedestrian,1,19,1,1,1,47,2,1,45 - 50 dB(A),45 - 50 dB(A),55 - 60 dB(A)
212,T20494S,residential,1,1,1,1,1,1,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
213,T12218D,secondary,3,1,1,1,6,4,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
214,T09928X,pedestrian,6,1,57,1,7,3,110,1,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A)
215,T07139U,residential,2,6,32,1,3,18,99,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
216,T04471R,residential,1,1,1,1,6,4,1,4,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
217,T13774E,residential,1,1,1,1,1,1,1,1,< 40 dB(A),< 40 dB(A),< 40 dB(A)
218,T11566Q,residential,1,1,1,1,1,1,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
219,T03232A,residential,1,9,1,1,1,14,1,10,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
220,T15677M,pedestrian,1,5,1,1,1,17,5,1,55 - 60 dB(A),50 - 55 dB(A),40 - 45 dB(A)
221,T11702G,residential,1,1,1,1,1,2,1,3,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
222,P72700,residential,6,8,52,3,7,17,100,8,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A)
223,T03860W,tertiary,1,1,1,2,1,1,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
224,T20748V,primary,7,6,86,8,10,34,169,10,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
225,T04551Q,residential,1,1,1,2,1,1,1,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
226,T03494U,residential,1,5,1,1,1,8,14,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
227,T15587L,pedestrian,1,14,2,1,1,49,2,1,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A)
228,T19635S,living_street,1,5,8,1,1,19,14,1,45 - 50 dB(A),45 - 50 dB(A),< 40 dB(A)
229,T05428S,residential,1,1,1,2,2,1,1,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
230,T15942K,tertiary,1,1,1,1,1,10,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
231,T17274F,tertiary,4,1,1,1,5,6,8,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
232,T14732Y,tertiary,13,7,29,1,20,19,63,4,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
233,T02049Z,residential,6,13,63,1,11,25,128,6,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
234,T15841G,residential,9,7,17,1,12,16,40,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
235,T02306X,residential,9,6,1,1,10,15,4,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
236,T02035T,secondary,10,16,1,1,11,26,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
237,T01520X,residential,1,11,1,1,1,22,12,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
238,T04706R,residential,1,4,1,1,1,5,11,1,50 - 55 dB(A),50 - 55 dB(A),50 - 55 dB(A)
239,T00916J,pedestrian,1,5,1,1,1,21,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
240,T07458G,residential,1,1,1,1,1,7,1,2,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
241,T05373U,residential,1,4,1,2,1,5,1,3,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
242,T12613K,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
243,T15693M,living_street,1,18,1,1,2,34,25,3,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A)
244,T09528L,residential,4,1,5,1,5,4,34,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
245,T12832T,living_street,1,1,1,2,1,1,1,4,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
246,T01919Q,residential,4,12,1,1,4,31,3,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
247,T11631I,living_street,1,1,1,1,1,1,1,1,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
248,T12708Q,tertiary,3,1,1,1,4,3,1,4,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
249,T07803D,residential,1,6,1,1,1,41,1,1,55 - 60 dB(A),50 - 55 dB(A),50 - 55 dB(A)
250,T05576D,residential,1,1,12,1,1,1,90,2,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
251,T12041W,residential,1,1,13,1,1,6,50,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
252,T09786B,residential,1,1,1,1,1,1,14,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
253,T18057C,residential,1,1,1,1,1,1,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
254,T01504X,pedestrian,1,13,2,1,1,37,28,1,45 - 50 dB(A),45 - 50 dB(A),< 40 dB(A)
255,T00474E,pedestrian,1,14,1,1,4,41,2,1,45 - 50 dB(A),45 - 50 dB(A),50 - 55 dB(A)
256,T09248G,residential,2,1,1,2,5,2,1,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
257,T06754H,tertiary,1,1,1,1,1,1,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
258,T10174A,tertiary,6,1,67,1,11,2,143,5,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
259,T02771S,residential,1,1,1,1,1,5,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
260,T12048D,residential,5,3,45,1,5,4,89,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
261,T04539U,residential,3,6,1,1,6,11,1,2,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
262,T18085G,residential,6,1,17,5,9,3,32,7,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
263,T01204O,residential,1,2,1,1,6,6,37,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
264,T19522K,residential,1,1,1,1,1,2,1,1,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A)
265,T21420E,residential,1,1,1,1,2,2,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
266,T09685X,living_street,1,2,70,1,5,3,119,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
267,T12690X,living_street,1,2,1,1,1,6,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
268,T16126Q,residential,4,8,1,1,10,14,2,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
269,T07804E,residential,1,16,1,1,1,38,1,1,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A)
270,T05955K,residential,3,1,1,1,4,4,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
271,T18024T,living_street,1,1,86,3,1,4,175,5,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
272,T16945R,living_street,1,2,1,1,4,5,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
273,T01457H,pedestrian,1,7,8,1,1,31,8,3,60 - 65 dB(A),55 - 60 dB(A),< 40 dB(A)
274,T18328G,tertiary,5,1,67,1,10,5,130,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
275,T06005D,pedestrian,1,1,1,1,1,2,4,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
276,T17081Y,residential,5,1,1,1,5,4,1,6,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
277,T09911O,secondary,2,1,1,1,4,1,24,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
278,T15736G,pedestrian,1,6,1,1,1,30,1,1,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A)
279,T02868A,residential,1,2,20,1,1,4,83,1,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A)
280,T04934B,tertiary,1,1,1,1,1,4,1,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
281,T10394K,residential,1,11,25,2,11,23,86,2,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A)
282,T05481X,trunk,6,1,61,4,10,6,121,6,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
283,T18676X,residential,1,1,1,2,1,1,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
284,RD0061I,trunk,5,1,30,3,8,2,116,6,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
285,T00788T,pedestrian,1,8,22,1,1,18,41,1,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A)
286,T20492Q,residential,1,1,1,1,4,2,1,2,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
287,T20337G,residential,1,1,1,1,1,1,5,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
288,T12200T,residential,1,1,1,1,3,1,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
289,T03033V,tertiary,10,4,66,1,13,8,167,4,75 - 80 dB(A),70 - 75 dB(A),65 - 70 dB(A)
290,T20896G,residential,1,1,1,1,1,1,1,2,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A)
291,T08204Q,living_street,1,6,1,1,3,24,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
292,T12384Q,residential,1,1,1,1,1,2,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
293,T03015T,residential,1,1,2,1,2,7,100,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
294,T11053W,primary,5,1,1,2,12,1,1,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
295,T15969V,residential,6,2,1,1,9,2,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
296,T18594W,residential,1,1,1,1,8,5,1,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
297,T20646Q,residential,1,1,1,1,1,1,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
298,T08871T,residential,1,1,1,1,2,9,1,3,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
299,T03215Z,tertiary,1,4,23,2,4,20,57,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
300,T03245F,residential,2,10,1,2,5,22,1,6,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
301,T20918V,secondary,1,1,1,1,1,1,14,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
302,T08813J,primary,2,2,77,2,4,8,245,2,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
303,T00343U,living_street,1,33,1,1,1,64,1,1,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A)
304,T08182B,living_street,1,5,1,1,1,18,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
305,T00778R,pedestrian,1,8,2,1,1,14,17,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
306,T12223A,residential,1,1,1,1,1,1,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
307,T12281K,living_street,2,1,1,5,6,4,18,7,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
308,T17542G,pedestrian,1,1,1,1,2,1,18,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
309,T02864W,living_street,1,3,26,1,1,4,61,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
310,T15646F,residential,8,1,1,1,11,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
311,T12090F,residential,1,4,10,1,3,12,57,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
312,T01677R,pedestrian,7,5,38,3,7,14,49,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
313,T09190F,living_street,2,4,1,1,3,12,26,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
314,T03151A,residential,3,7,1,2,6,14,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
315,T17834P,tertiary,4,11,1,1,9,22,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
316,T03723O,tertiary,1,1,1,1,1,2,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
317,T08168D,living_street,1,9,1,2,3,20,56,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
318,T12346K,residential,1,1,1,1,7,1,12,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
319,T01835N,residential,3,5,1,1,3,12,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
320,T11501Z,tertiary,2,1,1,6,3,3,2,10,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
321,T12814R,residential,1,1,1,3,1,1,1,5,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
322,T17972Y,residential,1,1,1,1,1,3,24,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
323,T19974I,residential,1,1,1,1,1,1,1,2,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
324,T01715G,primary,18,6,29,6,23,24,48,13,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
325,T09923S,secondary,7,1,85,1,9,4,138,4,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A)
326,T04209F,residential,2,4,1,1,8,16,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
327,T11285K,tertiary,2,1,1,4,7,1,1,6,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
328,T17220R,secondary,16,17,29,7,20,46,45,14,70 - 75 dB(A),65 - 70 dB(A),65 - 70 dB(A)
329,T08464I,primary,8,3,1,2,13,6,1,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
330,T01205P,residential,1,4,1,1,1,8,1,3,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
331,T03190H,tertiary,3,15,1,1,6,32,1,1,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A)
332,T19683A,residential,4,5,1,1,4,12,1,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
333,T06047N,residential,2,1,24,1,2,1,56,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
334,T11429I,residential,1,1,1,1,1,1,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
335,T17536I,secondary,2,1,1,1,3,3,1,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
336,T20265H,living_street,2,1,108,1,8,12,168,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
337,T20273H,residential,1,1,1,1,3,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
338,T00108L,living_street,1,3,1,1,1,19,1,1,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A)
339,T00378F,pedestrian,1,7,1,1,2,28,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
340,T09142X,primary,2,2,47,1,2,5,118,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
341,T07579O,track,1,1,1,1,1,1,1,1,< 40 dB(A),< 40 dB(A),< 40 dB(A)
342,T03658W,residential,1,15,1,1,3,33,15,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
343,T02834Q,residential,4,1,30,1,6,10,78,3,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
344,T01104L,pedestrian,1,15,1,1,2,42,30,1,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A)
345,T09560L,residential,4,1,11,1,5,5,38,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
346,T18917V,living_street,1,2,1,1,1,4,1,1,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A)
347,T00977W,pedestrian,1,6,1,1,1,22,1,1,50 - 55 dB(A),45 - 50 dB(A),< 40 dB(A)
348,T13855E,residential,1,1,1,3,1,1,5,6,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
349,T13029E,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
350,T16964U,tertiary,1,1,1,1,1,4,1,3,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
351,T03246G,pedestrian,3,7,1,5,5,15,1,6,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
352,T10302Q,secondary,4,3,49,1,7,7,94,1,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A)
353,T10049W,pedestrian,1,1,1,1,1,1,2,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
354,T04552R,residential,1,1,1,3,3,3,1,5,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
355,T18714M,residential,1,1,5,2,2,3,9,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
356,T15825G,tertiary,1,1,1,1,7,1,2,2,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
357,T13694F,secondary,1,1,1,1,1,1,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
358,T16350W,tertiary,5,1,1,1,6,1,2,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
359,T08200M,residential,1,5,1,1,1,14,8,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
360,T11306Y,residential,1,1,1,1,1,2,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
361,T08799C,residential,1,1,62,1,6,3,129,2,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
362,T11720I,secondary,1,1,1,2,1,1,1,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
363,T06243P,living_street,1,2,1,1,1,4,1,1,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A)
364,T01628I,pedestrian,1,4,1,1,6,11,1,2,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A)
365,T20879F,residential,1,1,1,3,1,1,1,3,65 - 70 dB(A),60 - 65 dB(A),60 - 65 dB(A)
366,T20141W,living_street,6,13,14,3,11,30,32,5,60 - 65 dB(A),55 - 60 dB(A),60 - 65 dB(A)
367,T17373H,living_street,1,1,1,1,1,6,1,2,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
368,T20814O,residential,1,1,1,2,4,2,3,3,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
369,T19371N,secondary,1,1,18,1,4,1,47,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
370,T17243Y,residential,3,1,1,1,7,1,5,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
371,T21572T,residential,3,1,1,1,3,1,1,3,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
372,T16654J,residential,1,10,1,1,1,20,1,1,40 - 45 dB(A),< 40 dB(A),< 40 dB(A)
373,T09197M,pedestrian,1,6,1,1,3,19,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
374,T09596X,tertiary,7,1,25,1,8,9,67,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
375,T07071R,residential,5,3,6,1,5,8,9,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
376,T06649H,pedestrian,1,1,1,1,2,1,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
377,T05732X,residential,1,2,1,1,5,10,1,2,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
378,T02150V,residential,3,8,1,2,3,26,19,5,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
379,P72464,living_street,2,5,35,1,5,5,110,1,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
380,T20667V,residential,1,1,30,1,1,2,45,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
381,T06362V,residential,1,1,1,1,1,4,2,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
382,T01744L,living_street,11,9,14,3,12,28,22,6,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
383,T16522Y,secondary,5,2,30,1,7,3,114,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
384,T08430Y,living_street,1,1,1,1,1,4,1,4,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
385,T10405W,living_street,2,3,1,1,4,11,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
386,T00030G,residential,5,9,1,1,12,28,1,1,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A)
387,T02376L,secondary,11,13,28,3,16,27,82,7,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
388,T13777H,residential,1,1,1,2,1,1,1,2,< 40 dB(A),< 40 dB(A),< 40 dB(A)
389,T09116V,tertiary,4,9,104,1,6,22,271,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
390,P12920,pedestrian,1,17,1,1,1,47,11,3,40 - 45 dB(A),< 40 dB(A),< 40 dB(A)
391,T02072Y,residential,10,18,50,1,10,29,121,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
392,T19882F,tertiary,2,2,4,1,2,2,19,4,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
393,T20591S,secondary,5,1,7,5,7,1,12,6,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
394,T10205Q,residential,6,2,36,1,7,4,76,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
395,T19288T,secondary,4,2,1,1,8,9,1,7,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
396,T10010H,tertiary,1,7,1,1,1,16,4,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
397,T05411J,living_street,1,1,1,1,1,1,1,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
398,T03166H,residential,1,1,1,1,1,2,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
399,LRD0009,tertiary,1,1,1,1,2,1,105,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
400,T01194D,pedestrian,1,1,1,1,1,8,2,1,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A)
401,T17964Y,residential,1,1,1,1,1,1,2,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
402,T11950U,residential,1,1,1,1,1,1,3,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
403,T12466R,living_street,1,1,1,1,1,1,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
404,T07963S,residential,1,1,1,1,1,11,10,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
