fid,street_id,road_category,signal_count_50m,poi_count_50m,tree_count_50m,transport_count_50m,signal_count_100m,poi_count_100m,tree_count_100m,transport_count_100m,noise_day,noise_evening,noise_night
12810,T07360X,secondary,6,4,5,2,7,13,6,2,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12811,T13353N,trunk,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12812,T00455B,pedestrian,1,12,1,1,2,34,1,1,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A)
12813,T03014S,residential,5,3,42,1,11,9,180,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12814,T20451H,pedestrian,5,7,51,1,8,16,108,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12815,T02566P,secondary,1,2,1,1,4,19,1,6,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12816,T11874Z,track,1,1,1,1,1,1,1,1,< 40 dB(A),< 40 dB(A),< 40 dB(A)
12817,T10831K,living_street,1,3,1,1,1,7,1,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
12818,T06461X,primary,1,1,3,1,1,1,7,1,75 - 80 dB(A),70 - 75 dB(A),65 - 70 dB(A)
12819,T07965U,living_street,1,9,1,1,3,24,2,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12820,T06080O,living_street,3,4,20,1,5,7,26,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12821,T01500T,pedestrian,1,8,7,1,1,20,32,1,45 - 50 dB(A),45 - 50 dB(A),< 40 dB(A)
12822,T18670R,track,7,1,1,2,10,1,1,6,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12823,T06722Z,pedestrian,1,1,1,2,1,1,1,5,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12824,T11347H,residential,1,4,9,1,2,9,15,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12825,T07377G,residential,1,5,21,1,4,11,45,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12826,T05166P,residential,1,2,1,1,1,10,7,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12827,T15623Y,pedestrian,1,11,1,1,5,38,2,1,45 - 50 dB(A),50 - 55 dB(A),50 - 55 dB(A)
12828,T00943M,living_street,1,17,1,1,1,38,3,3,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12829,T12353J,tertiary,5,1,1,1,6,7,38,3,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12830,T06943K,living_street,1,3,1,2,1,3,1,4,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12831,T17049Y,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12832,T17086D,living_street,1,1,1,1,1,1,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12833,T01994B,residential,8,4,1,1,10,23,15,1,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
12834,T13690B,pedestrian,1,1,10,1,5,6,33,1,45 - 50 dB(A),45 - 50 dB(A),< 40 dB(A)
12835,T20104R,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12836,T06213J,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12837,T13298X,residential,4,9,1,1,5,38,6,1,65 - 70 dB(A),60 - 65 dB(A),60 - 65 dB(A)
12838,T08136V,living_street,2,21,1,1,3,76,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12839,T09269L,tertiary,4,1,10,1,7,1,34,3,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12840,T20326D,primary,19,1,11,13,31,1,17,22,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A)
12841,T19144E,residential,1,4,1,1,5,10,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12842,T18267K,residential,9,2,7,1,10,9,23,2,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12843,T00130J,living_street,1,1,1,1,1,6,23,1,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A)
12844,T18539P,residential,1,4,1,1,2,8,1,1,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A)
12845,T01497P,pedestrian,1,7,25,1,1,34,31,1,55 - 60 dB(A),55 - 60 dB(A),< 40 dB(A)
12846,T11864X,residential,1,1,1,2,1,1,1,5,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
12847,T05087R,living_street,1,4,1,1,1,11,1,3,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12848,T02063X,tertiary,8,11,128,2,12,20,217,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12849,T04620M,residential,1,1,1,1,1,1,1,5,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
12850,T07568L,pedestrian,1,3,1,2,2,8,9,2,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12851,T18842T,tertiary,4,2,37,1,7,13,93,4,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
12852,T10936S,residential,1,1,1,1,1,2,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12853,T16168A,residential,1,2,1,3,3,2,1,8,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12854,T17652L,residential,1,3,1,1,7,9,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12855,T19808V,residential,4,3,3,1,4,7,3,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12856,T09423D,residential,4,1,1,1,4,1,18,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12857,T09030Q,tertiary,2,3,30,5,9,16,120,11,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12858,T17498T,secondary,3,1,1,2,8,2,1,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12859,RD0071S,trunk,9,1,3,1,11,3,44,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
12860,T18853W,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12861,T02886C,primary,1,4,54,1,3,6,140,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12862,T04136F,tertiary,1,1,1,2,1,1,1,2,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A)
12863,T18396S,residential,9,1,1,1,12,3,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12864,T05339S,residential,1,3,1,1,1,7,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12865,T06193W,residential,4,1,1,1,6,3,7,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12866,T02400U,secondary,7,19,20,1,15,38,40,2,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A)
12867,T15657I,living_street,1,1,21,1,1,10,76,3,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A)
12868,T15617A,tertiary,1,5,1,1,1,24,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12869,T14838H,residential,1,1,1,1,1,2,1,4,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12870,T18835U,primary,11,7,54,8,18,18,92,13,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12871,T09484Q,residential,3,1,62,3,3,1,139,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12872,T18701H,trunk,7,1,1,3,14,1,1,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12873,T15802Z,tertiary,9,1,1,1,9,2,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12874,T11446J,residential,1,1,1,2,1,1,1,3,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12875,T16471E,pedestrian,4,1,95,1,7,2,171,3,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12876,T09021P,secondary,2,10,29,5,4,15,81,8,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
12877,T15877S,pedestrian,1,2,1,1,7,6,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12878,T17969D,residential,1,1,1,1,1,2,13,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12879,T15336U,residential,1,1,1,2,1,1,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12880,T03052Y,tertiary,4,7,1,1,7,13,1,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
12881,T12096L,primary,10,4,19,1,12,9,43,7,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
12882,T06941I,living_street,1,3,1,2,1,3,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12883,T19781B,residential,1,1,106,1,1,2,297,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12884,T12821Q,residential,1,1,1,1,1,1,1,8,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12885,T08720F,residential,1,2,1,3,1,3,1,6,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12886,T00722B,pedestrian,1,8,5,1,1,23,24,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12887,T14399F,residential,3,4,5,1,6,5,16,5,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12888,T04500F,residential,4,1,1,1,10,7,1,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12889,T21407H,residential,1,1,1,1,1,4,1,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
12890,T03452K,primary,5,8,45,2,13,10,151,4,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12891,T12208B,secondary,2,1,1,1,6,2,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12892,T16172W,residential,1,1,1,1,1,3,6,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12893,T21413F,residential,2,1,1,1,2,3,1,4,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12894,T10223S,residential,3,3,66,1,3,6,129,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12895,T03240A,residential,1,6,1,7,7,16,1,13,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12896,T01817L,residential,4,6,1,1,4,10,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12897,T18774Y,living_street,1,14,9,1,1,30,9,1,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A)
12898,T09336F,residential,1,1,1,1,4,3,13,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12899,T20157E,residential,8,1,1,3,10,2,1,9,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12900,T01518D,pedestrian,1,11,1,1,1,30,23,1,60 - 65 dB(A),60 - 65 dB(A),40 - 45 dB(A)
12901,T19484V,pedestrian,1,19,1,2,1,36,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12902,T00711Y,living_street,1,8,1,1,1,23,16,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12903,T03545O,residential,1,1,1,1,1,11,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12904,T10773R,residential,6,1,1,1,8,3,1,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12905,T17241W,residential,3,1,4,1,7,1,5,6,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12906,T00966T,pedestrian,1,6,1,1,1,23,2,1,50 - 55 dB(A),45 - 50 dB(A),< 40 dB(A)
12907,T05778L,secondary,5,2,123,4,8,4,263,11,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12908,T12665W,residential,1,1,18,1,5,3,27,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12909,T01804G,secondary,6,10,21,2,10,21,25,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
12910,T05821X,residential,2,1,63,1,4,3,181,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12911,T05542T,living_street,1,1,5,3,1,1,30,3,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
12912,T10868X,residential,1,4,1,1,1,11,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12913,T14649E,residential,3,4,15,1,11,10,143,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12914,T10631E,residential,1,1,1,1,4,4,1,2,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12915,T02548N,residential,4,15,1,1,4,24,2,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12916,T17711F,secondary,11,12,37,4,16,45,47,6,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12917,T00670G,living_street,1,6,1,1,1,28,1,1,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
12918,T12000N,tertiary,9,1,1,4,10,3,1,5,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12919,T17921N,residential,1,1,1,2,1,1,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12920,T17967B,residential,1,1,1,1,1,1,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12921,T01294G,pedestrian,1,18,14,1,1,45,37,1,45 - 50 dB(A),55 - 60 dB(A),60 - 65 dB(A)
12922,T07611X,secondary,6,3,1,1,7,11,1,5,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12923,T02321W,primary,15,13,64,3,16,36,84,6,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
12924,T21569Y,residential,2,1,1,1,4,1,49,4,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12925,T12826V,residential,1,1,1,1,1,1,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12926,T06736F,living_street,1,3,1,1,1,4,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12927,T19528Q,pedestrian,4,2,49,2,6,4,54,3,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12928,T17799D,residential,1,1,1,1,1,2,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12929,T02422A,residential,9,9,32,1,11,42,56,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12930,T02045V,living_street,2,12,39,1,4,20,71,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12931,T15001A,residential,1,1,1,1,1,1,1,2,40 - 45 dB(A),< 40 dB(A),< 40 dB(A)
12932,T02794Z,living_street,1,2,1,1,1,5,2,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12933,T02465L,residential,4,7,2,3,4,10,2,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12934,T03379S,secondary,9,5,1,2,11,15,1,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12935,T03086I,residential,1,1,1,1,1,8,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12936,T15816F,living_street,1,2,1,1,1,3,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12937,T10420V,residential,4,8,28,5,7,23,87,5,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12938,T08920L,secondary,3,1,1,1,4,9,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12939,T08585Q,residential,1,1,3,2,1,2,4,5,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12940,T13688H,living_street,1,1,10,1,2,5,38,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
12941,T00090S,residential,1,10,1,1,2,31,1,1,50 - 55 dB(A),50 - 55 dB(A),50 - 55 dB(A)
12942,T09548P,tertiary,2,2,4,1,2,6,33,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12943,T19217E,residential,5,1,1,2,8,1,2,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12944,T10681O,residential,1,1,1,1,1,4,1,5,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12945,T01636I,secondary,4,2,1,2,8,20,16,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12946,T11327D,secondary,10,7,20,7,16,12,43,8,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12947,T04662W,residential,1,1,1,1,2,1,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12948,T09613H,secondary,8,1,53,1,12,4,121,2,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12949,T10153V,residential,3,1,69,1,4,3,177,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12950,T17083A,tertiary,1,1,1,1,1,1,7,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12951,T21077J,tertiary,3,12,1,5,8,20,1,9,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12952,T07566J,pedestrian,1,2,14,2,7,11,49,5,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12953,T09593U,tertiary,3,1,14,1,3,1,85,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12954,T18449O,residential,1,1,1,1,1,2,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12955,T03897J,tertiary,3,1,1,3,3,1,1,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12956,T17037U,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12957,T17915P,residential,1,2,1,1,4,8,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12958,T00988Z,residential,2,5,1,2,4,21,5,3,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12959,T04465T,residential,1,3,1,1,2,6,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12960,T03621J,residential,1,1,13,3,1,4,24,3,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12961,T03535M,residential,1,1,1,1,1,10,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12962,T18719R,living_street,3,4,1,1,4,20,1,4,65 - 70 dB(A),60 - 65 dB(A),60 - 65 dB(A)
12963,T13891I,residential,1,1,1,1,1,1,1,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
12964,T07014I,residential,7,1,1,1,10,1,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12965,T20100N,residential,4,1,1,2,5,1,1,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12966,T07076W,residential,4,3,58,1,10,4,114,12,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12967,T02652M,tertiary,7,11,46,2,8,15,94,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
12968,T19997P,living_street,3,2,1,2,3,3,1,2,45 - 50 dB(A),45 - 50 dB(A),< 40 dB(A)
12969,T05467Z,living_street,1,1,3,1,1,4,10,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12970,T04460O,residential,1,1,1,1,1,3,1,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
12971,T00415T,tertiary,2,5,1,1,6,20,1,1,70 - 75 dB(A),65 - 70 dB(A),65 - 70 dB(A)
12972,T02733M,secondary,10,15,3,4,11,33,5,5,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12973,T14433Q,residential,1,1,1,1,1,1,1,1,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
12974,T08120N,living_street,1,14,1,1,3,26,1,1,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A)
12975,T01393I,living_street,1,15,1,1,1,30,1,1,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A)
12976,T02667T,secondary,1,5,1,1,7,30,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12977,T04021V,residential,1,1,1,1,1,3,1,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
12978,T07906J,living_street,1,7,1,1,1,20,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12979,T10931N,residential,1,1,1,2,5,4,1,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12980,T15951L,residential,4,3,1,2,5,8,3,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12981,T17592Q,pedestrian,2,2,16,1,7,8,39,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12982,T12054B,primary,3,1,91,1,6,3,211,4,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12983,T11259I,residential,1,1,1,2,1,2,1,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12984,T07851L,residential,1,2,1,1,2,8,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12985,T17688X,residential,1,1,1,1,3,3,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12986,T06894S,secondary,2,2,1,1,6,4,11,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12987,T13575Z,residential,1,2,1,1,8,4,1,4,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12988,T06455Z,residential,1,1,1,1,5,3,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12989,T10845Q,living_street,1,1,1,1,7,1,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12990,T20225Z,residential,1,4,33,1,7,9,130,3,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12991,RL0047U,trunk,1,1,1,1,1,1,1,1,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
12992,T20015R,tertiary,1,1,13,1,1,4,25,4,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12993,T10425A,tertiary,8,5,23,3,10,13,49,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12994,T12535N,living_street,1,1,1,1,1,1,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
12995,T17589V,pedestrian,2,1,15,1,8,3,67,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12996,T01953S,primary,13,10,1,1,13,20,1,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
12997,T10804H,pedestrian,1,5,1,1,3,12,1,2,50 - 55 dB(A),50 - 55 dB(A),50 - 55 dB(A)
12998,P72570,residential,3,9,43,2,7,16,82,4,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A)
12999,T17070V,residential,1,12,1,1,1,35,1,1,< 40 dB(A),< 40 dB(A),< 40 dB(A)
13000,T10434B,residential,1,10,1,1,4,21,32,3,55 - 60 dB(A),50 - 55 dB(A),55 - 60 dB(A)
13001,T08467L,living_street,1,1,1,1,3,1,1,2,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A)
13002,T20197M,secondary,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A)
13003,T19260H,tertiary,4,1,1,1,4,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13004,T13462R,tertiary,1,8,30,1,6,19,72,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13005,T04666A,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
13006,T12093I,secondary,2,1,1,1,4,2,7,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13007,T02482M,tertiary,3,5,14,1,3,5,62,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13008,T17480J,living_street,1,1,17,1,7,4,24,1,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A)
13009,T15290X,tertiary,9,2,34,1,11,3,77,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
13010,T09935W,residential,2,5,54,1,3,6,123,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13011,T10548K,residential,1,2,8,2,7,2,15,5,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13012,NS0005E,trunk,7,1,1,1,8,2,1,5,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13013,T07297H,secondary,4,5,1,1,6,11,1,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
13014,T17676T,tertiary,4,1,4,1,7,2,7,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13015,T11961X,living_street,1,1,1,1,1,2,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
13016,T03511E,tertiary,12,3,17,1,13,12,29,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13017,T00299H,residential,1,6,1,1,4,26,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
13018,P28171,residential,1,1,1,1,1,1,1,2,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
13019,T14588I,tertiary,1,1,7,1,2,1,7,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13020,T07343W,residential,3,4,1,1,4,6,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13021,T11119X,residential,1,1,1,1,5,7,4,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13022,T03221X,pedestrian,1,11,1,1,3,21,1,1,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A)
13023,T02024Q,tertiary,2,9,7,1,5,18,9,6,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
13024,T01973W,residential,5,14,1,1,6,25,1,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
13025,T17956Y,residential,1,1,1,1,1,2,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
13026,T02258G,primary,7,12,1,1,7,18,17,6,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13027,T18796E,living_street,1,1,1,2,1,1,1,4,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
13028,T01353A,residential,1,4,1,1,3,15,1,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
13029,T04530L,living_street,1,1,1,1,1,4,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13030,T04528R,tertiary,3,2,1,2,11,7,1,5,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13031,T07588P,living_street,6,6,1,1,14,14,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13032,T00185Y,residential,1,7,1,1,3,18,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13033,RD0068P,trunk,8,1,27,1,11,1,59,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
13034,T12829Y,residential,1,1,1,2,1,1,1,3,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
