road_id,width,openness,height,betweenness,closeness_global,closeness400,straightness
1994627752_243495392_0,30.87145561613096,0.3333333333333333,0.0,0.012075127996356762,0.0005373223404979725,4.81725605767632e-05,0.9094304590243658
243495422_245491719_0,26.74537500519631,0.23076923076923078,0.0,0.014267051230743047,0.0005823816541468544,6.402673981816253e-05,0.8946202654627612
245491719_243495422_0,26.744801951358,0.23076923076923078,0.0,0.014267051230743047,0.0005823816541468544,6.402673981816253e-05,0.8946202654627612
1994627752_1994627759_0,30.013773675731862,0.6666666666666666,0.0,0.006720671239115135,0.0005185952633890733,4.867728340119444e-05,0.8963226689416588
1994627759_1994627752_0,30.01377367597304,0.6666666666666666,0.0,0.006720671239115135,0.0005185952633890733,4.867728340119444e-05,0.8963226689416588
4568983477_1994627752_0,30.496219897654903,0.5227272727272727,0.0,0.003889341227017007,0.0005070557815432595,4.842606329330547e-05,0.9351881874398972
245491716_245491719_0,19.55322875560992,0.35714285714285715,0.0,0.12566873208856014,0.0005718811198939822,7.810124908998651e-05,0.8456919390541437
245491719_245491716_0,19.575799296123076,0.35714285714285715,0.0,0.12566873208856014,0.0005718811198939822,7.810124908998651e-05,0.8456919390541437
245491719_1672512207_0,22.42778980551633,0.13043478260869565,0.0,0.02369025111666184,0.0006024419406090724,0.00012361409245875642,0.8820135294585567
1672512207_245491719_0,22.42778980565649,0.13043478260869565,0.0,0.02369025111666184,0.0006024419406090724,0.00012361409245875642,0.8820135294585567
245491677_245491689_0,35.426176270877896,0.6363636363636364,0.0,0.001120111873185856,0.0004949896591405126,5.621784164656702e-05,0.7717917748338052
245491689_245491677_0,35.420997016618315,0.6363636363636364,0.0,0.001120111873185856,0.0004949896591405126,5.621784164656702e-05,0.7717917748338052
245491682_245491677_0,31.10378767095197,0.875,0.0,0.0009844104347506084,0.0005111453770680942,0.00011750608660196813,0.8314363973112577
245491688_245491689_0,33.00682354674771,0.5576923076923077,0.0,0.00021620229174429252,0.00048761889924301576,4.0272507301123333e-05,0.8704139540674877
245491689_245491688_0,33.00682354675594,0.5576923076923077,0.0,0.00021620229174429252,0.00048761889924301576,4.0272507301123333e-05,0.8704139540674877
245491689_245491716_0,20.61751815912423,0.4375,0.0,0.0030038318406175107,0.0005178005653755544,6.0112142427325125e-05,0.8270642535803325
245491716_245491689_0,20.6175181588391,0.4375,0.0,0.0030038318406175107,0.0005178005653755544,6.0112142427325125e-05,0.8270642535803325
12180995969_245491682_0,50.0,1.0,0.0,0.0016836178463491714,0.0005310975468567645,0.00016804062998873812,0.9295967970286318
12180995971_245491682_0,50.0,1.0,0.0,0.12336180763516094,0.0005316120582325326,0.0001609335890640141,0.9120039725071702
245491688_4568983477_0,30.742976690502587,0.6666666666666666,0.0,0.002283924209596622,0.00048490245330676024,4.171984639610314e-05,0.9450185225605487
4568983480_245491688_0,40.11195617957355,0.9615384615384616,0.0,2.7600292563101173e-05,0.0004838401406000645,4.1373046305915704e-05,0.947037392712728
245491716_4568983477_0,19.206440102912104,0.3076923076923077,0.0,0.003236134303023612,0.000515084119439299,6.155948152230492e-05,0.9016688220733935
4568983477_245491716_0,19.206440102826868,0.3076923076923077,0.0,0.003236134303023612,0.000515084119439299,6.155948152230492e-05,0.9016688220733935
4568983477_4568983480_0,50.0,1.0,0.0,0.0016422174075045198,0.0004923151882904374,4.7391674876835765e-05,0.969556057974412
4568983480_4568983477_0,50.0,1.0,0.0,0.0016422174075045198,0.0004923151882904374,4.7391674876835765e-05,0.969556057974412
245491716_12180995971_0,23.43406613566774,0.225,0.0,0.12743975086135914,0.0005344465128108613,0.00011491368975887453,0.8610955527739396
12180995971_245491716_0,23.434057153458397,0.225,0.0,0.12743975086135914,0.0005344465128108613,0.00011491368975887453,0.8610955527739396
12180995969_12180995971_0,47.10497250183466,0.9,0.0,0.003946841836523467,0.0005315877763644899,0.00016155393236488643,0.9039834737447863
245491717_245491717_0,36.27403383075758,0.8,0.0,0.0,0.0004598022537573455,2.3252636414473228e-05,0.8688438619217617
245491717_4568983480_0,39.389335913279126,0.6333333333333333,0.0,0.0021045223079364643,0.0004755275646705436,3.514875560056078e-05,0.9202093950241765
4568983480_245491717_0,39.389335880996974,0.6333333333333333,0.0,0.0021045223079364643,0.0004755275646705436,3.514875560056078e-05,0.9202093950241765
1994627759_4568983480_0,24.851485313293505,0.55,0.0,0.0037766400323843434,0.0005038546701362512,4.7642894984724734e-05,0.9306905394761738
