fid,street_id,noise_day,noise_evening,noise_night,commercial_pct_50m,green_pct_50m,industrial_pct_50m,recreational_pct_50m,residential_pct_50m,commercial_pct_100m,green_pct_100m,industrial_pct_100m,recreational_pct_100m,residential_pct_100m,osm_commercial_pct_50m,osm_green_pct_50m,osm_industrial_pct_50m,osm_other_pct_50m,osm_residential_pct_50m,road_length,road_category,one_way,distance_to_road,signal_count_50,poi_count_50,tree_count_50,transport_count_50,street_tree_count_10m,park_tree_count_10m,street_tree_count_20m,park_tree_count_20m,total_tree_count_10m,total_tree_count_20m,slope_pct,bldg_h_mean_50m,bldg_h_max_50m,bldg_h_mean_100m,bldg_h_max_100m,lidar_true_h_mean_50m,lidar_true_h_max_50m,lidar_true_h_mean_100m,lidar_true_h_max_100m,catastral_bldg_floors_mean_50m,catastral_bldg_floors_max_50m,catastral_bldg_floors_mean_100m,catastral_bldg_floors_max_100m
42,T03163E,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.0,0.0,0.0,77.89984149207966,0.0,0.7405122294450891,0.7070539168872345,0.0,78.45887935315893,0.0,0.0,0.0,0.0,10.41129351553748,54.794251517751306,5.0,1.0,0.0,1,4,1,1,0,0,4,0,0,4,1.0037535358656509,9.733333333333333,21.0,10.707112970711297,36.0,15.757098561930851,25.2910523363339,17.066807654867567,38.426104115173885,2.2182539682539684,7.0,2.477064220183486,12.0
43,T09255F,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),30.38603564583554,0.0,0.0,8.691653905315365,16.032636018379044,36.96581619369865,2.2521143851640173,0.0,9.302560916497807,20.80834820919713,0.0,0.0,19.639742727267524,0.0,78.24666835610337,136.57164329004763,3.0,1.0,0.0,4,5,1,1,18,0,25,0,18,25,0.4027189971992994,15.428571428571429,42.0,12.43421052631579,63.0,22.96670929367946,53.87502415974935,19.986331123933144,66.74939112708194,4.050847457627119,16.0,3.38,21.0
44,T08817N,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.0,1.232796087395681,0.0,0.0,74.58870023483868,0.0,15.75454847546672,0.4932781877054766,4.768423178980655,53.147333154755785,0.0,0.0,0.0,0.0,95.23927943380733,53.86413449564403,6.0,1.0,0.0,1,1,1,1,0,0,0,0,0,0,1.3738274176022744,11.833333333333334,30.0,12.891891891891891,30.0,19.9212821443039,31.89089849984513,20.299343653793937,33.91286587672345,2.9058823529411764,10.0,2.899182561307902,10.0
45,T10101J,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),27.57996114645999,0.3483988451520978,0.0,21.797939225715076,11.570354553419063,31.388348076918334,4.157900142110734,0.0,14.25758246504873,16.408525673062353,0.0,0.0,0.0,0.0,0.0,66.88154815531155,4.0,1.0,0.5255243207751892,3,1,41,1,13,0,17,0,13,17,0.089710756455891,9.724137931034482,18.0,12.608695652173912,36.0,18.059985221658057,25.895115544245797,20.332363982727568,44.68313096784579,2.2528735632183907,7.0,2.934497816593886,12.0
46,T08632G,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,0.0,0.0132598024896563,17.988392550194522,39.61252599929723,0.0,0.0,5.844299710481557,28.44387119166667,21.18787842667017,0.0,0.3853670532179785,0.0,0.0,0.0,105.78026403859153,4.0,1.0,0.0,1,1,1,1,10,0,15,0,10,15,1.219502804097925,10.875,12.0,11.647058823529411,15.0,15.773459732050274,26.750884206671454,16.539352559444016,37.94702369368255,2.066666666666667,5.0,2.5675675675675675,8.0
47,T09652O,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,7.886573005116169,0.0,2.951328259078587,45.81204539214362,0.0,7.878563218455653,0.0,4.816508545389463,39.93744675541566,0.0,5.234947550350535,0.0,0.0,66.6904453981748,135.99365083370114,4.0,1.0,0.0,1,3,1,1,36,0,73,0,36,73,0.5367901305946411,23.41304347826087,36.0,23.17105263157895,36.0,31.853265658122357,42.16524732285652,30.94799428292657,42.16524732285652,3.4953271028037385,12.0,3.144278606965174,12.0
48,T03020Q,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,0.0,0.0,7.093776964071664,65.5640346890604,0.0,6.300120932000601,0.0,8.65181107209219,50.8974026616827,0.0,1.073351918404273,0.0,0.0,0.0,118.15504065880192,5.0,1.0,0.0,1,1,1,1,28,0,36,0,28,36,1.1256395971685331,11.666666666666666,21.0,13.909090909090908,33.0,30.604140719882476,39.226374858134506,31.021662140983263,41.6539513176954,3.659259259259259,11.0,4.009740259740259,12.0
48,T03020Q,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,0.0,0.0,7.093776964071664,65.5640346890604,0.0,6.300120932000601,0.0,8.65181107209219,50.8974026616827,0.0,1.073351918404273,0.0,0.0,0.0,118.15504065880192,5.0,0.0,0.0,1,1,1,1,28,0,36,0,28,36,1.1256395971685331,11.666666666666666,21.0,13.909090909090908,33.0,30.604140719882476,39.226374858134506,31.021662140983263,41.6539513176954,3.659259259259259,11.0,4.009740259740259,12.0
49,T12919Z,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,5.634592541850498,2.2028482393652022,0.0,22.40474878493818,0.0,10.566378702120277,2.606309834814014,0.3916579344982834,31.472910977207157,0.0,0.0188228251720689,0.0,0.0,0.0,80.5271156068355,1.0,1.0,0.0,1,1,1,2,0,0,0,0,0,0,17.248847527911945,16.666666666666668,24.0,12.05084745762712,24.0,21.97048233665036,30.85718604699889,15.88733235898648,30.85718604699889,4.5625,8.0,3.3095238095238093,8.0
50,T00954P,55 - 60 dB(A),55 - 60 dB(A),40 - 45 dB(A),0.0,4.182778939039478,1.0879362628775229,5.270125319371891,77.41403960368858,0.0,5.017941460775976,4.954375096074862,7.095080681853629,65.28423707142079,0.0,1.1333690261310387,0.0,0.0,100.00000000000004,0.0,0.0,0.0,0.0,1,3,1,1,2,0,3,0,2,3,1.1237260288996938,15.681818181818182,30.0,16.564102564102566,30.0,24.268209283129128,36.379005432128906,23.884222868811072,37.01209122387331,4.0,10.0,3.839248434237996,10.0
51,T17527H,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,7.916498344228548,0.0,3.788873707531101,46.579402111810936,0.0,9.130056873501529,3.0819422228760973,2.3869705112972417,50.94988852554955,0.0,0.0,0.0,0.0,0.0,45.52549348986474,5.0,1.0,0.0887210411753865,1,1,1,1,14,0,27,0,14,27,3.887932501286831,17.192307692307693,27.0,14.153846153846152,36.0,25.52695639897413,33.27944667952845,20.751596691955395,39.7270073917325,4.028368794326241,9.0,3.847025495750709,12.0
52,T16362A,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.0,0.0,0.0,8.735695356312293,17.94918610945318,0.0,0.0,0.0,9.868936815220662,32.406828198297895,0.0,0.5494927396615756,0.0,0.0,20.47347072794668,105.50461868232556,2.0,1.0,3.415352958294888,9,4,40,4,0,0,20,0,0,20,0.2559134008878259,12.416666666666666,33.0,14.654867256637168,39.0,18.634368432616014,38.17348322375067,21.421065373225822,39.65187793641579,3.5657894736842106,11.0,3.960339943342776,13.0
53,T11026T,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,14.9742635898301,0.0,6.258491947878599,52.79738193229502,0.0,12.333154648860896,1.6548701553844671,7.752343193116156,55.58325845452501,0.0,14.65193157379498,0.0,0.0,0.0,75.7123563389527,4.0,1.0,2.810981440437521,2,1,1,1,22,0,28,0,22,28,6.53790849604033,12.0,12.0,12.0,12.0,24.821289842146975,30.22166519713916,23.86871593230876,31.864010665665816,4.177777777777778,8.0,3.547945205479452,8.0
54,T01155W,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.0345730252962209,0.0,0.0,87.4422583695474,0.0,7.51951832049899,0.0,3.505692787165191,74.5163989900245,0.0,4.185430425031663,0.0,0.0,99.99999999999996,80.46261802501019,5.0,1.0,0.5092189750177193,1,4,1,1,0,0,0,0,0,0,0.6711184625486846,15.202702702702704,21.0,15.609137055837564,24.0,21.47551382138127,25.58074537374205,21.55656877017779,27.14100112915039,3.3041666666666667,7.0,3.2507462686567163,8.0
55,T17230T,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,0.0,0.0,0.8634659672400415,67.9394170668005,0.0,8.329034771153959,0.0,3.25248211395946,59.904633932941486,0.0,7.575363275297799,0.0,0.0,94.8530371256758,155.2030480580991,5.0,1.0,0.0,2,16,1,1,2,0,6,0,2,6,5.141651302652944,14.897435897435898,30.0,15.4453125,30.0,23.61836912456449,35.27456908797322,23.49312970931709,35.27456908797322,3.225988700564972,10.0,3.3793939393939394,10.0
55,T17230T,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,0.0,0.0,0.8634659672400415,67.9394170668005,0.0,8.329034771153959,0.0,3.25248211395946,59.904633932941486,0.0,7.575363275297799,0.0,0.0,94.8530371256758,155.2030480580991,5.0,1.0,0.0,2,16,1,1,2,0,6,0,2,6,5.141651302652944,14.897435897435898,30.0,15.4453125,30.0,23.61836912456449,35.27456908797322,23.49312970931709,35.27456908797322,3.225988700564972,10.0,3.3793939393939394,10.0
56,T01946T,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,2.64654314181994,0.0,7.219104764088792,65.90737196492302,0.0,5.091877150747122,1.6696447646165302,11.499966432150307,46.11286471825866,0.0,2.3697746710406777,0.0,0.0,0.0,135.01115165554555,5.0,1.0,0.0,3,23,1,1,24,0,31,0,24,31,2.288699944187884,15.046153846153846,33.0,15.715909090909092,36.0,28.652375268812857,38.43595154829377,29.44169746379176,38.43595154829377,3.827868852459016,11.0,4.288,12.0
57,T07889Z,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,0.0,1.1077492736559098,10.915445457514808,58.86655884237019,0.0,0.5801940153244883,2.9658363644710626,9.217383698989169,66.36886005351305,0.0,0.0,0.0,0.0,19.2692871497714,30.721415620457478,4.0,1.0,0.2980898519531498,1,8,34,3,8,0,17,0,8,17,3.027205245569776,14.461538461538462,27.0,13.915384615384616,27.0,22.82980841270168,35.051457127162394,21.759194428737977,35.051457127162394,3.171974522292994,9.0,3.1127348643006263,9.0
58,T10349F,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.0,0.0016578752307147,0.0,10.206907701997975,48.69962463925159,0.0,3.9548426917987016,0.0,6.2153045710745625,58.55139335612891,0.0,0.0016227057582161,0.0,0.0,0.0,110.73370944976304,3.0,1.0,0.0,6,12,64,1,20,0,28,0,20,28,0.6050534857673787,22.96551724137931,63.0,22.15625,63.0,33.115743196746664,66.00412884495289,30.729991986131186,66.00412884495289,4.945121951219512,21.0,4.816810344827586,21.0
59,T04856E,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,4.448327131339293,0.0,20.32317276517393,42.667497927730366,0.0,4.256463940663484,0.0,16.55964598485589,54.8430563610052,0.0,0.0,0.0,0.0,0.0,78.21371277489895,5.0,1.0,0.0,1,4,1,4,2,0,4,0,2,4,5.51053952776546,12.0,12.0,12.0,12.0,17.33748133409425,25.34660124917201,17.834333008933424,26.581249613157468,3.44375,8.0,3.4202334630350197,8.0
60,T01430W,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A),0.0,35.678713550801284,0.0,46.65987588583839,5.840895280727674,0.0,36.95579176900621,0.0,39.97499616327245,13.704441501392797,0.0,0.0474585834744535,0.0,0.0,98.305408204281,22.72441736216955,5.0,1.0,1.4129290381755304,1,2,1,1,0,0,2,0,0,2,1.9802479513260192,12.5625,21.0,16.886363636363637,30.0,23.01075620024571,35.47887921043736,24.23530507227132,35.47887921043736,2.9411764705882355,7.0,3.7664233576642334,10.0
61,T17265E,45 - 50 dB(A),45 - 50 dB(A),55 - 60 dB(A),0.0,4.711248522537103,0.0,4.464513621985668,55.13813864043169,0.0,3.429076694009696,1.138983554203425,2.1604870260724103,44.243174388739725,0.0,0.0,0.0,0.0,99.99999999999436,0.0,0.0,0.0,0.0,1,12,1,1,0,0,1,0,0,1,0.8468526458341886,15.0,24.0,17.177419354838708,24.0,25.31087803320801,32.09334263048674,25.17337835345869,33.10926465486225,4.177777777777778,8.0,4.505347593582887,9.0
62,T02561K,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,2.4206798907611167,0.0,0.0,56.51965718034278,0.0,7.626424523019343,0.0,0.0,64.53970831319883,0.0,0.522871607946838,0.0,0.0,0.0,127.85719423000208,3.0,1.0,1.3508616967093623,4,15,1,1,20,0,25,0,20,25,0.3675955888413927,12.0,12.0,12.0,12.0,34.047241662010215,40.124947663325415,32.9186613144562,40.124947663325415,4.968,11.0,4.546218487394958,11.0
63,T04729Y,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.0,0.0,0.0,0.0,58.7836652775072,0.0,1.501647714072978,0.0,4.553293689212408,55.635803560588535,0.0,0.0,0.0,0.0,0.0,17.421033840900964,4.0,0.0,0.1056865719379426,4,1,1,3,1,0,5,0,1,5,0.3443972334918965,12.833333333333334,27.0,11.014285714285714,27.0,24.227269947185302,31.579053073459207,20.36922493881545,31.579053073459207,3.886363636363636,9.0,3.229032258064516,9.0
64,T01633F,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,16.90336293283852,16.581660685116116,4.986822249515707,21.42586075687949,0.0,20.023004755371144,14.10575533575252,5.467476319247005,31.109688753783587,0.0,15.567190797494575,0.0,0.0,39.87885091764876,62.71737687832555,3.0,1.0,0.0,5,4,1,1,6,0,10,0,6,10,0.0956671751370334,19.285714285714285,27.0,17.65909090909091,27.0,24.96514945949161,36.68602517934946,24.516199482001323,36.68602517934946,4.441860465116279,8.0,3.8669950738916254,9.0
65,T17606F,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,23.04245446387351,7.502954086686964,20.795956422687304,26.666614308838867,0.0,22.390906748581287,5.200960053556479,29.21680245888353,23.411346873059948,0.0,0.0,0.0,0.0,0.0,131.40094296276115,5.0,1.0,0.0,1,1,1,1,3,0,7,0,3,7,1.0958815014874574,25.5,33.0,21.46153846153846,45.0,33.96261266430004,34.70560198974609,27.671854207207023,59.64908698586856,2.8461538461538463,11.0,4.120689655172414,14.0
66,T09207X,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),8.45241990808284,17.111701067299613,0.0,36.94549608927464,12.520573094159996,9.913401535274255,20.48261013341428,0.0,20.565482796083653,23.337910966859727,0.0,16.97259586806159,0.0,0.0,18.698966540713656,104.8754659790891,3.0,1.0,0.3808132711322114,2,3,2,1,9,0,17,0,9,17,0.3623346136232523,18.4,33.0,16.220338983050848,33.0,25.05755996901806,40.04324849446615,22.84654911508689,40.04324849446615,4.46875,11.0,4.217194570135747,11.0
67,T12907V,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),0.0,73.2501148540583,0.0,4.590514501674348,11.332544391215263,0.0,73.6490201331884,0.0,5.5514996409074655,9.297913758508878,0.0,61.14793512084149,0.0,0.0,0.0,699.2704549088498,5.0,0.0,2.9608814818279967,1,1,1,1,0,0,6,0,0,6,5.754569667670195,4.714285714285714,9.0,4.916666666666667,12.0,8.32692511072411,11.651336669921877,8.30388751557157,16.2919891357422,1.372093023255814,3.0,1.4583333333333333,4.0
68,T04597E,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,21.418915617750077,0.0,0.0,52.917954271881605,0.0,23.32552414038223,0.1074673037234935,1.77091402780366,55.16747670180116,0.0,28.4702978987403,0.0,0.0,0.0,145.1199369687897,5.0,0.0,0.0,1,2,1,3,3,0,6,0,3,6,4.554858813897969,6.204545454545454,21.0,7.631067961165049,24.0,10.046475889851228,19.087734620962564,10.688793788181718,21.76256888253349,1.76,7.0,2.053333333333333,7.0
69,T08203P,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,4.959129043456054,0.0,6.178518848184053,64.25077729381454,0.0,4.355756222580128,0.1252963483852011,10.346746811861506,58.15834146588171,0.0,0.0,0.0,0.0,0.0,64.44979767193065,6.0,1.0,0.0,1,4,1,1,8,0,8,0,8,8,0.4654773915468835,12.724137931034482,36.0,13.96987951807229,36.0,20.213567214869663,34.27203783307757,21.5025799822237,34.733858848104674,3.35,12.0,3.5574614065180103,12.0
69,T08203P,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,4.959129043456054,0.0,6.178518848184053,64.25077729381454,0.0,4.355756222580128,0.1252963483852011,10.346746811861506,58.15834146588171,0.0,0.0,0.0,0.0,0.0,64.44979767193065,6.0,1.0,0.0,1,4,1,1,8,0,8,0,8,8,0.4654773915468835,12.724137931034482,36.0,13.96987951807229,36.0,20.213567214869663,34.27203783307757,21.5025799822237,34.733858848104674,3.35,12.0,3.5574614065180103,12.0
70,T06595K,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,3.0346364068234752,25.455923971127596,22.151727857600985,4.2640280828857975,0.0,7.8946595127018195,22.704793903956062,14.245505434565208,7.705760608561035,0.0,6.819618308248362,0.0,0.0,0.0,29.346826062529438,5.0,0.0,0.0,1,1,1,2,8,0,14,0,8,14,1.4311601377234082,6.0,6.0,9.75,15.0,13.451621805263123,13.481667645921194,18.25510904337143,25.3084178723787,1.3333333333333333,2.0,3.769230769230769,8.0
71,T01915M,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,11.485860075550892,0.0,1.3141752661204418,49.846437231318056,0.0,8.063654482370076,0.0,3.643420721172968,51.07943429518977,0.0,15.183166177596345,0.0,0.0,0.0,91.73383077604426,2.0,1.0,0.169632570171989,4,15,70,1,19,0,31,0,19,31,1.526154098969423,14.147058823529411,21.0,14.172413793103448,24.0,33.01704949593538,40.29405666042018,31.018759069961792,43.00741210541168,3.701754385964912,12.0,3.6205357142857135,12.0
72,T08416A,50 - 55 dB(A),45 - 50 dB(A),< 40 dB(A),0.0,60.19720396999488,0.0,1.4726612613928125,19.450446345463853,0.0,63.89169351345249,0.0,5.955667060486518,16.774242082198658,0.0,75.64231375193616,0.0,0.0,0.0,79.72845631479154,5.0,1.0,0.7585794086094623,1,3,3,1,14,2,21,26,16,47,21.47287920587938,11.25,18.0,10.3125,18.0,14.631498375186489,25.65443525643184,14.172353668455628,27.24910499309672,2.4468085106382977,6.0,2.2962962962962963,8.0
73,T12083G,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,15.933730339643562,0.0,6.452495727458077,43.45901919896052,0.0,21.78896569330394,0.0,10.228992650063391,40.99595894095198,0.0,2.677158267357237,0.0,0.0,8.555582882816934,104.8258351278037,3.0,1.0,0.4886379722437035,2,1,4,1,25,0,36,0,25,36,0.620077603089376,13.153846153846152,33.0,13.0,33.0,19.952844001965715,33.492376708984374,19.20409000474044,34.600417073567705,2.619047619047619,11.0,3.0141643059490084,11.0
74,T13003U,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,12.418014683259834,0.0,16.334806765370576,52.14199059051041,0.0,11.20177313645526,4.54878652281672,10.563397757043102,56.16270034543037,0.0,0.0,0.0,0.0,0.0,182.6776368526309,5.0,1.0,0.0,4,2,1,4,15,0,22,0,15,22,6.0160629772831005,20.357142857142858,57.0,20.8,57.0,25.001538383635157,60.176305714220106,22.515741204963376,60.176305714220106,4.823529411764706,19.0,4.863013698630137,19.0
74,T13003U,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,12.418014683259834,0.0,16.334806765370576,52.14199059051041,0.0,11.20177313645526,4.54878652281672,10.563397757043102,56.16270034543037,0.0,0.0,0.0,0.0,0.0,182.6776368526309,5.0,1.0,0.0,4,2,1,4,15,0,22,0,15,22,6.0160629772831005,20.357142857142858,57.0,20.8,57.0,25.001538383635157,60.176305714220106,22.515741204963376,60.176305714220106,4.823529411764706,19.0,4.863013698630137,19.0
74,T13003U,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,12.418014683259834,0.0,16.334806765370576,52.14199059051041,0.0,11.20177313645526,4.54878652281672,10.563397757043102,56.16270034543037,0.0,0.0,0.0,0.0,0.0,182.6776368526309,5.0,0.0,0.0,4,2,1,4,15,0,22,0,15,22,6.0160629772831005,20.357142857142858,57.0,20.8,57.0,25.001538383635157,60.176305714220106,22.515741204963376,60.176305714220106,4.823529411764706,19.0,4.863013698630137,19.0
75,T19295S,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,9.801968872537945,0.0,0.0,53.20030455284227,0.0,7.115911792708987,0.0,4.8871825941685545,58.29532654716469,0.0,11.661061060585292,0.0,0.0,0.0,127.78679298961686,4.0,0.0,0.0,2,1,1,5,22,0,44,0,22,44,1.0251431528610255,13.125,21.0,10.186046511627907,21.0,17.614515199918838,23.94704589843749,16.794449473103086,41.53811027140375,3.1153846153846154,7.0,2.625,7.0
75,T19295S,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,9.801968872537945,0.0,0.0,53.20030455284227,0.0,7.115911792708987,0.0,4.8871825941685545,58.29532654716469,0.0,11.661061060585292,0.0,0.0,0.0,127.78679298961686,4.0,0.0,0.0,2,1,1,5,22,0,44,0,22,44,1.0251431528610255,13.125,21.0,10.186046511627907,21.0,17.614515199918838,23.94704589843749,16.794449473103086,41.53811027140375,3.1153846153846154,7.0,2.625,7.0
76,T11305X,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,1.4633744169123637,0.0,13.690157438125931,62.29280766379309,0.0,3.652484462928733,0.0,6.926841921026174,63.215764340999456,0.0,0.5807614318678475,0.0,0.0,0.0,163.12841993454438,5.0,1.0,0.0,1,4,1,1,0,0,5,0,0,5,1.4283189910103165,11.76,15.0,11.95774647887324,15.0,25.55093280608492,36.606371690600696,27.37989760597385,48.71890772168881,3.724137931034482,10.0,4.154867256637168,11.0
76,T11305X,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,1.4633744169123637,0.0,13.690157438125931,62.29280766379309,0.0,3.652484462928733,0.0,6.926841921026174,63.215764340999456,0.0,0.5807614318678475,0.0,0.0,0.0,163.12841993454438,5.0,1.0,0.0,1,4,1,1,0,0,5,0,0,5,1.4283189910103165,11.76,15.0,11.95774647887324,15.0,25.55093280608492,36.606371690600696,27.37989760597385,48.71890772168881,3.724137931034482,10.0,4.154867256637168,11.0
77,T02656Q,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,1.361526214385721,0.0,5.355064440010844,35.8011179416858,0.0,11.724025687833471,0.0,11.485357605235489,34.209336552108645,7.359013857531319,3.779688597336341,0.0,0.0,24.62159529919128,112.50392078928571,3.0,1.0,0.0,6,3,33,1,15,0,24,0,15,24,1.6266099091191268,15.15,33.0,14.468253968253968,33.0,28.9309804920359,65.35425860932875,25.12242889281533,65.35425860932875,4.1909090909090905,11.0,4.5212765957446805,19.0
77,T02656Q,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,1.361526214385721,0.0,5.355064440010844,35.8011179416858,0.0,11.724025687833471,0.0,11.485357605235489,34.209336552108645,7.359013857531319,3.779688597336341,0.0,0.0,24.62159529919128,112.50392078928571,3.0,1.0,0.0,6,3,33,1,15,0,24,0,15,24,1.6266099091191268,15.15,33.0,14.468253968253968,33.0,28.9309804920359,65.35425860932875,25.12242889281533,65.35425860932875,4.1909090909090905,11.0,4.5212765957446805,19.0
77,T02656Q,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,1.361526214385721,0.0,5.355064440010844,35.8011179416858,0.0,11.724025687833471,0.0,11.485357605235489,34.209336552108645,7.359013857531319,3.779688597336341,0.0,0.0,24.62159529919128,112.50392078928571,3.0,1.0,0.0,6,3,33,1,15,0,24,0,15,24,1.6266099091191268,15.15,33.0,14.468253968253968,33.0,28.9309804920359,65.35425860932875,25.12242889281533,65.35425860932875,4.1909090909090905,11.0,4.5212765957446805,19.0
78,T01496O,50 - 55 dB(A),45 - 50 dB(A),< 40 dB(A),0.0,1.3334949373945224,0.0,43.83820925629918,37.584638592010805,0.0,8.617994390029958,1.2629962512843929,42.09504371956447,31.75866606691339,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1,10,28,1,0,0,0,0,0,0,2.7515456920227965,15.538461538461538,24.0,16.526315789473685,24.0,23.878028537220004,65.11651520117431,23.38199458241033,65.11651520117431,3.654135338345865,8.0,3.7252475247524752,8.0
79,T14865K,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,13.639702525715052,0.0,29.423036327499855,16.265941650869397,0.0,9.012341267222398,14.86138213668008,22.720988198625868,28.01447034869357,0.0,0.0,2.8014884610609982,0.0,0.0,151.40663520535125,5.0,1.0,0.0,1,1,1,1,11,0,17,0,11,17,0.1056758998918777,7.5,12.0,7.5,12.0,17.307485361507997,22.717829708084167,17.307485361507997,22.717829708084167,1.8571428571428568,4.0,1.9333333333333331,4.0
80,T18074D,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,8.721581616794163,0.0,0.0,58.76752866693519,0.0,10.577803888051411,0.0,0.0,64.98068475700795,0.0,15.32845962219451,0.0,0.0,0.0,42.36042577603358,5.0,0.0,0.144157736288879,1,1,1,1,4,0,9,0,4,9,8.309652719431503,5.09375,36.0,8.966101694915254,36.0,11.330954549874034,44.341727276894616,16.297946545125033,44.341727276894616,1.7017543859649122,12.0,1.820121951219512,13.0
81,T09798F,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.0,13.707723279215507,0.0,4.605445958848475,68.19625619809233,0.0,13.583815067450422,0.0,13.714096064084163,45.16791384612026,0.0,0.0,0.0,0.0,0.0,80.30914338895187,5.0,1.0,0.3238510446081258,1,1,1,1,18,0,30,0,18,30,0.6599500224295279,9.714285714285714,30.0,9.825,30.0,12.28096683937443,31.5049912962195,12.439503675067142,31.5049912962195,3.419354838709677,10.0,3.293103448275862,10.0
82,T15984U,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,0.6255401813002364,10.415376534859243,17.56528038685043,25.052772759258215,0.0,3.1661656995269745,4.9874961891766825,32.86302003912237,21.19376862875341,0.0,0.0,0.0,0.0,0.0,49.27669286637616,4.0,1.0,0.2540985172569095,1,1,1,1,0,0,1,0,0,1,9.517658166174115,12.0,12.0,12.1875,15.0,18.30765818222086,20.83502415248327,19.57083205086408,34.62811642281284,3.15,6.0,2.784313725490196,6.0
