fid,street_id,noise_day,noise_evening,noise_night,commercial_pct_50m,green_pct_50m,industrial_pct_50m,recreational_pct_50m,residential_pct_50m,commercial_pct_100m,green_pct_100m,industrial_pct_100m,recreational_pct_100m,residential_pct_100m,osm_commercial_pct_50m,osm_green_pct_50m,osm_industrial_pct_50m,osm_other_pct_50m,osm_residential_pct_50m,road_length,road_category,one_way,distance_to_road,signal_count_50,poi_count_50,tree_count_50,transport_count_50,street_tree_count_10m,park_tree_count_10m,street_tree_count_20m,park_tree_count_20m,total_tree_count_10m,total_tree_count_20m,slope_pct,bldg_h_mean_50m,bldg_h_max_50m,bldg_h_mean_100m,bldg_h_max_100m,lidar_true_h_mean_50m,lidar_true_h_max_50m,lidar_true_h_mean_100m,lidar_true_h_max_100m,catastral_bldg_floors_mean_50m,catastral_bldg_floors_max_50m,catastral_bldg_floors_mean_100m,catastral_bldg_floors_max_100m
240,T07458G,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,20.237118170841995,0.0,23.122883435200254,31.766738429197645,0.0,10.6331014950707,0.0,12.634780190734448,46.04373048443999,0.0,2.409308471339732,0.0,0.0,0.0,71.78504576012308,5.0,1.0,0.0,1,1,1,1,15,0,41,0,15,41,3.691578793073632,12.16216216216216,21.0,12.228571428571428,21.0,20.124653228237445,29.370908858928274,23.55511795332381,32.82304099754051,3.044117647058824,10.0,3.4403470715835143,10.0
241,T05373U,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,3.8994938215044814,0.0,5.406032611224192,60.41081942764599,0.0,11.593719203400404,0.0,8.544395493864437,55.64827591851012,0.0,0.869406139853938,0.0,0.0,0.0,141.99782418784304,5.0,1.0,0.0,1,4,1,2,28,0,35,0,28,35,2.6831379849550805,12.0,12.0,11.8875,12.0,18.1172714084565,26.203614265688003,15.109138594731087,26.203614265688003,2.8867924528301887,8.0,2.457399103139013,8.0
241,T05373U,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,3.8994938215044814,0.0,5.406032611224192,60.41081942764599,0.0,11.593719203400404,0.0,8.544395493864437,55.64827591851012,0.0,0.869406139853938,0.0,0.0,0.0,141.99782418784304,5.0,1.0,0.0,1,4,1,2,28,0,35,0,28,35,2.6831379849550805,12.0,12.0,11.8875,12.0,18.1172714084565,26.203614265688003,15.109138594731087,26.203614265688003,2.8867924528301887,8.0,2.457399103139013,8.0
242,T12613K,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,3.4009351555062017,0.0,0.7640201489458723,58.935053147015225,0.0,10.070213099003242,0.4022262435473645,9.56598746579233,51.514034086693286,0.0,0.0,0.0,0.0,0.0,26.992647556060614,5.0,1.0,0.0,1,1,1,1,10,0,22,0,10,22,10.15090445677428,5.142857142857143,12.0,6.631578947368421,12.0,7.891123328667682,14.119234924316402,9.896025241553176,26.83288998074002,1.0698924731182795,2.0,1.261437908496732,7.0
243,T15693M,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),0.0,9.25436487563046,10.525044343338068,0.0,59.475628080198895,0.0,11.15722636638916,7.105783784761174,9.61752684458978,49.37333203320087,0.0,0.0,0.0,0.0,90.01225333476664,11.099118606457948,6.0,1.0,0.5911122458658161,1,18,1,1,0,0,0,0,0,0,1.171265206277535,17.83783783783784,24.0,17.88118811881188,27.0,23.65169070792109,28.79668448953068,23.64270350750596,42.30832465154942,3.953271028037383,7.0,3.9753846153846153,9.0
244,T09528L,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,26.78495473205252,0.0,0.0,13.062637427719585,0.0,28.44764443198096,0.0,3.234389523388232,33.90923095326344,0.0,3.627189217668533,0.0,0.0,63.48437925568399,24.0504248050278,3.0,1.0,1.0605205972438572,4,1,5,1,0,0,11,0,0,11,0.7068485387351926,16.333333333333332,36.0,15.409090909090908,54.0,22.502972366829283,52.636980528878695,24.63748764155599,57.05362158761898,4.076923076923077,12.0,2.810126582278481,18.0
245,T12832T,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,32.202573008441426,0.0,0.0,49.4823133043577,0.0,45.39145763395081,0.4694043273283216,0.0,39.50637539031494,0.0,21.607807747828275,0.0,0.0,0.0,159.01676213211266,5.0,0.0,1.912340707862152,1,1,1,2,1,0,2,0,1,2,5.735250959518073,7.488721804511278,18.0,8.266666666666667,24.0,12.49751517317343,25.58888909755609,13.145196583574991,28.728116522894965,2.027210884353741,6.0,2.203478260869565,6.0
246,T01919Q,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.0,0.235715732080172,0.0,0.956880571262198,58.74001586329558,0.0,1.8659790165494523,0.0,14.114787802458444,59.25469700118015,0.0,0.0,0.0,0.0,0.0,135.01179516378778,3.0,1.0,1.4670062288595334,4,12,1,1,23,0,31,0,23,31,3.133062079355378,14.0,27.0,12.682758620689656,27.0,30.590609673121307,37.88671216313143,28.8247953555217,37.88671216313143,4.181818181818182,12.0,3.797319932998325,12.0
246,T01919Q,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.0,0.235715732080172,0.0,0.956880571262198,58.74001586329558,0.0,1.8659790165494523,0.0,14.114787802458444,59.25469700118015,0.0,0.0,0.0,0.0,0.0,135.01179516378778,3.0,1.0,1.4670062288595334,4,12,1,1,23,0,31,0,23,31,3.133062079355378,14.0,27.0,12.682758620689656,27.0,30.590609673121307,37.88671216313143,28.8247953555217,37.88671216313143,4.181818181818182,12.0,3.797319932998325,12.0
247,T11631I,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A),0.0,33.28647370784263,0.0,16.396421744516527,41.44079992972857,0.0,16.59222439271117,0.0,42.01450362355253,32.124866407531684,0.0,31.361253891751613,0.0,0.0,0.0,152.5377272106439,6.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,12.396935504352957,12.0,12.0,12.0,12.0,11.187537026851512,17.444878984094544,12.549246758150638,25.279090942382823,1.9166666666666667,4.0,1.9411764705882355,5.0
248,T12708Q,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.0,0.0,0.0,62.94416805521913,0.0,1.140235872225074,0.0,0.0,61.18266691325712,0.0,0.0,0.0,0.0,0.0,98.62940809398988,4.0,1.0,0.0,3,1,1,1,18,0,34,0,18,34,5.201285653594602,11.974025974025974,12.0,11.9375,12.0,20.00859348882585,31.031894560783144,20.08420380327941,31.031894560783144,3.510204081632653,9.0,3.4516129032258065,9.0
249,T07803D,55 - 60 dB(A),50 - 55 dB(A),50 - 55 dB(A),0.0,2.8958737207473195,0.0,30.236088585716047,49.592312074225454,0.0,3.19639363573227,1.204908116139608,20.106849565611924,54.06475068705042,0.0,0.0,0.0,0.0,0.0,79.29009567833023,5.0,1.0,0.0,1,6,1,1,12,0,15,0,12,15,2.3710414926754004,11.366197183098592,24.0,12.274285714285714,24.0,20.68013637755798,29.143422980057565,20.912065501363116,32.759063720703125,2.75,8.0,2.603318250377074,8.0
250,T05576D,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,0.0,0.0,26.782033254410894,62.313362031070206,0.0,8.515371432276336,0.0,33.05947300956311,48.55518596714075,0.0,1.912376953537272,0.0,0.0,0.0,92.93528173858708,5.0,1.0,0.1110370232039814,1,1,12,1,4,0,11,0,4,11,5.961130350598148,20.285714285714285,33.0,16.5,36.0,26.65616189511193,34.97422485351564,24.01397335649881,46.837513679236025,4.394736842105263,11.0,3.95945945945946,16.0
251,T12041W,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,12.24703454917076,0.0,19.333266991462985,35.39568390281483,0.0,17.05434908574367,0.0,18.38579641152858,40.91632221791121,0.0,5.621602057006996,0.0,0.0,0.0,44.62060901900529,5.0,1.0,0.0,1,1,13,1,17,0,31,0,17,31,7.68703157707874,12.0,12.0,12.0,12.0,19.724568236956056,28.87549573919746,20.58210309796069,29.194837992900126,2.949275362318841,8.0,3.1094674556213016,11.0
252,T09786B,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,10.102355714593616,0.0,0.0,71.82294024542522,0.0,17.41355396286207,0.0,6.398862510786108,61.12399553565259,0.0,0.0,0.0,0.0,0.0,30.6850581313722,5.0,1.0,1.032832466266406,1,1,1,1,10,0,18,0,10,18,1.3687430463994537,7.625,21.0,9.825,30.0,9.52700482766704,22.00065181094132,12.405057824125072,31.5049912962195,2.7142857142857144,7.0,3.3559322033898304,10.0
253,T18057C,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,40.82687400851236,0.0,0.0,44.69851536285417,0.0,55.70244915360804,0.1530788596560487,0.0853124577239241,26.704187472193787,0.0,103.8788618132002,0.0,0.0,0.0,17.071502088395338,5.0,0.0,0.3583561030438074,1,1,1,1,7,0,20,0,7,20,2.694543702661929,13.846153846153848,21.0,12.096774193548388,21.0,17.19608331917754,24.08999821254185,19.79755025171066,24.955141914336014,4.6923076923076925,7.0,2.693877551020408,7.0
254,T01504X,45 - 50 dB(A),45 - 50 dB(A),< 40 dB(A),0.0,2.4349593400764444,0.0,0.0,80.19458142033788,0.0,5.001385399358771,0.0383009069144829,12.769767929736044,65.84250011608648,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1,13,2,1,1,0,3,0,1,3,1.0719150183836506,16.70769230769231,24.0,17.095890410958905,24.0,22.53511116421585,25.909998830159505,23.29618498123289,57.25076647265874,3.836363636363637,8.0,3.8521739130434782,8.0
255,T00474E,45 - 50 dB(A),45 - 50 dB(A),50 - 55 dB(A),0.0,4.811581196444401,0.0,4.899742829288051,54.877547267745655,0.0,4.177130486332321,0.8203473257559718,3.833318320159541,44.34016782224248,0.0,0.0,0.0,0.0,99.99999999996284,0.0,0.0,0.0,0.0,1,14,1,1,0,0,2,0,0,2,1.1424911436864698,14.333333333333334,24.0,17.05,24.0,25.7444698612576,32.09334263048674,26.103170827698506,46.07479422576824,4.310526315789474,9.0,4.466666666666667,9.0
256,T09248G,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,21.6556656670394,0.0,10.192532380110638,30.048702215645637,0.0,26.37697484451777,0.0,7.788009690080505,37.24408671293213,0.0,42.55474080729534,0.0,0.0,7.553143148579888,77.79149388512823,4.0,1.0,0.9979686412740144,2,1,1,2,16,0,22,0,16,22,0.3342267611510187,15.0,30.0,14.093023255813954,30.0,23.29186646311444,34.87079947335379,21.814329474707773,38.55679873870724,3.2674418604651163,11.0,3.2140468227424748,11.0
257,T06754H,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.0,71.16983568459355,0.0,0.0,0.0,0.0,71.8441607223785,0.0,0.0,0.0262796589323346,0.0752431929838285,87.86499030472946,0.0,0.0,305.82690112760054,4.0,1.0,0.0,1,1,1,1,3,0,8,0,3,8,0.3694900972656577,7.054054054054054,12.0,6.935064935064935,18.0,13.84749091760188,20.803660607561213,14.610312780367828,27.63421452509893,1.7349397590361446,4.0,1.7572254335260116,6.0
258,T10174A,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),8.825412276207283,0.0,0.0,0.0,40.82730528473878,16.826157084894337,0.6087056192665119,2.190855867675692,0.0,41.629396408804695,0.0,0.9182110887798844,0.0,0.0,0.0,140.59718849861255,3.0,1.0,0.0,6,1,67,1,16,0,17,0,16,17,1.8563672299465368,21.0,36.0,21.375,36.0,32.29044965451445,39.13610805360611,33.79422822638077,41.57678926908053,5.108433734939759,12.0,5.0048076923076925,12.0
259,T02771S,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,0.0,3.076262190271189,0.0,76.01043696250109,0.0,1.6567594023382797,18.35027926239552,0.0,51.53646402831475,0.0,0.0,0.0,0.0,0.0,67.61471894361796,5.0,1.0,0.0,1,1,1,1,14,0,25,0,14,25,1.967027216093444,12.73076923076923,21.0,13.081632653061224,33.0,23.061914065904595,35.83213772351229,23.362985656265263,35.83213772351229,3.299342105263158,10.0,3.4779541446208118,11.0
260,T12048D,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,7.097829355494414,0.0,6.831206611964093,53.1267644010826,0.0,12.819680669722954,0.0,8.306668387956888,54.95665471910033,0.0,2.942553176933418,0.0,0.0,0.0,19.32762032664735,5.0,1.0,0.0,5,3,45,1,10,0,19,0,10,19,6.51917884838249,12.096774193548388,15.0,12.027027027027026,18.0,21.48140570207265,28.581527709960938,20.16195794922509,28.87549573919746,3.042372881355932,9.0,3.1502242152466366,11.0
261,T04539U,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,0.0,0.0,3.212070209136264,44.16366342589749,0.0,0.0,0.0,11.425933916516486,55.08535082795522,0.0,0.0,0.0,0.0,0.0,47.54263156569963,3.0,0.0,0.234919281449677,3,6,1,1,12,0,19,0,12,19,2.208542528003614,16.3125,24.0,16.285714285714285,27.0,25.9699965979284,29.87586782608333,25.164881677693828,30.41139689530476,4.522875816993464,9.0,4.0278293135436,9.0
262,T18085G,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,10.173575100404165,0.0,0.0,45.69737592101787,0.0,12.323197364298098,0.0,0.0,58.3429340513178,10.470832351537336,3.4941968661206406,0.0,0.0,0.0,66.42064124330909,3.0,0.0,0.0,6,1,17,5,9,0,22,0,9,22,0.4667187079061476,15.9,36.0,15.136363636363637,57.0,34.99586093249853,61.9370899419675,31.28804751696129,61.952155129951336,4.044444444444444,13.0,4.669724770642202,21.0
263,T01204O,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,30.55535702079552,0.0,6.312595414816583,40.38059183251483,0.0,24.24497887435595,0.0,6.0071204533068885,35.40416432953733,0.0,0.0,0.0,0.0,87.72962761862138,66.38634847037542,5.0,1.0,0.0,1,2,1,1,16,0,25,0,16,25,1.7322840039629737,19.571428571428573,33.0,19.37837837837838,33.0,27.86287963470945,35.91732081961125,28.01490161618196,44.758641804828905,4.466666666666667,11.0,4.358778625954199,11.0
264,T19522K,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A),0.0,22.02877011971543,0.0,13.650697148753702,40.51179288589319,0.0,21.59142725208299,5.11779807355003,17.865402947535816,27.62917952414381,0.0,9.886579365346249,0.0,0.0,31.449023637120483,69.43797087369349,5.0,0.0,1.4582301008314194,1,1,1,1,17,0,21,0,17,21,1.1089012837308474,10.714285714285714,24.0,15.529411764705882,30.0,20.464939917340224,30.96960603392427,23.709020886665854,32.47917061941965,3.523809523809524,9.0,3.685185185185185,9.0
265,T21420E,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,7.280862386202583,14.301608838774596,20.861197397830264,40.97426844587527,0.0,6.557094588556259,20.73837692371417,13.897977741613053,40.05938187757204,0.0,9.70738183988772,0.0,0.0,0.0,38.15874502430828,5.0,1.0,0.0,1,1,1,1,4,0,6,0,4,6,0.2358572131514225,7.304347826086956,24.0,8.753424657534246,24.0,13.8380435728419,27.53469765704611,14.835814109672135,27.84808279543507,3.2214285714285715,8.0,3.563049853372434,8.0
265,T21420E,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,7.280862386202583,14.301608838774596,20.861197397830264,40.97426844587527,0.0,6.557094588556259,20.73837692371417,13.897977741613053,40.05938187757204,0.0,9.70738183988772,0.0,0.0,0.0,38.15874502430828,5.0,1.0,0.0,1,1,1,1,4,0,6,0,4,6,0.2358572131514225,7.304347826086956,24.0,8.753424657534246,24.0,13.8380435728419,27.53469765704611,14.835814109672135,27.84808279543507,3.2214285714285715,8.0,3.563049853372434,8.0
266,T09685X,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,26.761330361307436,0.0,0.0,24.142365535550752,0.0,26.670173165441728,0.0,1.6158160762267268,29.00246036835245,0.0,10.064673758115148,0.0,0.0,87.40048962198033,63.88782136565955,6.0,1.0,0.1355970533338409,1,2,70,1,9,0,20,0,9,20,0.5008789494746165,23.25,51.0,25.78723404255319,51.0,29.353043903755815,57.2584887009891,31.15710471185016,57.42787808090893,5.842105263157895,18.0,5.159090909090909,18.0
267,T12690X,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,5.495214303394145,0.0,9.833809492918986,51.7461513642573,0.0,4.041367588412697,0.0,12.925716458758748,50.48364408086768,0.0,0.0,0.0,0.0,0.0,100.4351082622216,5.0,1.0,0.0,1,2,1,1,23,0,37,0,23,37,0.1593104890091107,12.117647058823527,18.0,12.046511627906977,18.0,19.900516476864844,26.078951951934076,18.93829087423913,27.950670539008243,3.528205128205128,7.0,3.476894639556377,7.0
268,T16126Q,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,11.872662172722343,0.0,8.164840042816584,50.56822665680836,0.0,6.53420262816931,0.0,11.791586049195732,49.64768475788284,0.0,7.09434528830726,0.0,0.0,0.0,116.1464897898535,5.0,1.0,0.5256843376916494,4,8,1,1,10,0,20,0,10,20,7.748835127332651,13.875,24.0,14.056451612903226,30.0,20.87361947146077,30.46284185671339,20.781112911713056,31.0730562397078,3.653061224489796,8.0,3.626446280991736,10.0
269,T07804E,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),0.0,13.894849602446143,0.0,0.0005221030838123,59.044201244567255,0.0,4.141085490466987,0.0,7.11865076799956,66.36610207469515,0.0,0.0,0.0,0.0,0.0,25.42540280687279,5.0,1.0,0.1173026251202816,1,16,1,1,1,0,3,0,1,3,2.8318033404420064,11.294117647058824,21.0,11.720496894409935,24.0,20.028301059009607,31.475653556928243,20.15148284882665,32.759063720703125,2.6494252873563218,8.0,2.635897435897436,8.0
270,T05955K,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,0.0,7.386272451816629,4.611953880459315,54.36672396785156,0.0,2.776135755168016,4.927866496136433,10.311783154897537,48.88899401225653,0.0,0.0,0.0,0.0,61.449776441757045,38.95827059814625,5.0,1.0,0.0,3,1,1,1,12,0,24,0,12,24,1.0267386421134068,21.33333333333333,33.0,16.327868852459016,33.0,27.738614270794116,34.76006016586766,22.81486647823747,34.76006016586766,4.405063291139241,11.0,3.880530973451328,11.0
271,T18024T,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,35.40235114161883,0.0,36.36515848093046,9.869025893901853,0.0,35.766198363788064,0.0,32.54900449367964,16.807760662606302,0.0,28.029251978598296,0.0,0.0,0.0,184.50024333865383,5.0,1.0,0.126563150660087,1,1,86,3,0,0,0,0,0,0,7.4200457374346,12.0,21.0,12.893617021276595,36.0,11.91869361355705,21.660743019797597,12.73969800863639,42.48452940983557,2.021276595744681,7.0,2.495798319327731,14.0
272,T16945R,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.9638324062490418,0.434935653618987,0.0,70.15368216286684,0.0,3.584378542497794,0.178456407971425,3.0675108325788774,62.881285527711775,0.0,0.0,0.0,0.0,0.0,20.165277301778666,6.0,1.0,0.0,1,2,1,1,3,0,6,0,3,6,3.2233322991647766,14.285714285714286,27.0,13.615384615384617,27.0,20.095859848408303,25.12637411138064,19.27149741032992,25.773518669534724,3.1171875,9.0,3.318407960199005,9.0
273,T01457H,60 - 65 dB(A),55 - 60 dB(A),< 40 dB(A),0.0,20.617404922262185,0.0,19.553731997399648,52.42776478371932,0.0,10.643156879760976,3.335146268218712,7.629678640209875,66.32812127967476,0.0,0.0,0.0,0.0,99.99999999999996,22.83972726660707,6.0,0.0,2.922515620355384,1,7,8,1,1,0,4,0,1,4,1.0945839986693433,17.027027027027028,21.0,17.073170731707318,24.0,23.49888999955524,57.25076647265874,23.067099743960053,57.25076647265874,3.2583333333333333,7.0,3.519362186788155,8.0
274,T18328G,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,23.54166583308355,0.0,0.0,25.8127284835036,0.0,22.010950699828136,0.0,4.060898343013304,32.32198075206896,0.0,11.246961524444052,0.0,0.0,38.0442781142311,158.79043566213176,4.0,1.0,0.0,5,1,67,1,27,0,38,0,27,38,0.3778564509447063,29.0,69.0,26.142857142857142,69.0,37.39582354572836,87.7392805833083,36.88511958268624,87.7392805833083,6.466666666666667,23.0,7.202614379084968,23.0
275,T06005D,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,5.665103505027296,0.0,18.888615727745133,47.2982164482039,0.0,1.7012927372525848,0.0,17.998951941052756,57.79882844626272,0.0,0.0,0.0,0.0,0.0,39.51213617230224,5.0,1.0,0.919271544150841,1,1,1,1,6,0,15,0,6,15,0.5567892163438896,10.428571428571429,24.0,11.39655172413793,27.0,17.776680351560987,35.795258977482376,18.79244090189626,37.39160095214844,2.5454545454545454,8.0,2.7271214642262893,9.0
276,T17081Y,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,0.0376425082647017,0.2213535083941348,5.107044110287804,42.58853491031912,0.0,5.376947090564809,1.0205156313090074,8.409821107579724,49.49568945028013,0.0,0.04557524532554,0.0,0.0,0.0,28.34082195817441,4.0,0.0,1.744090632719692,5,1,1,1,1,0,4,0,1,4,2.9639095828988227,12.692307692307692,21.0,12.418604651162791,21.0,27.843469531823374,37.42190098118138,22.949645376050363,37.42190098118138,4.138461538461539,11.0,3.911877394636016,11.0
277,T09911O,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,2.470928797876076,0.0,0.0,46.506471041574486,0.0,14.492336168248428,0.0,4.905760840572094,42.65093667249371,0.0,3.345261122819972,0.0,0.0,0.0,42.44853624891178,3.0,0.0,0.52938188222409,2,1,1,1,9,0,11,0,9,11,0.494716795216599,15.75,18.0,16.42105263157895,36.0,21.17583113252796,29.015128684443468,21.99564652717473,39.41017134873184,5.5,8.0,4.883720930232558,12.0
278,T15736G,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),0.0,24.120374926312717,0.0,7.793750717825029,57.36112201593667,0.0,17.387948340393613,0.0,2.485543311463671,65.70699002716344,0.0,0.0,0.0,0.0,99.99999999999996,0.0,0.0,0.0,0.0,1,6,1,1,0,0,1,0,0,1,0.0670204074338588,15.362068965517242,24.0,15.613636363636363,39.0,21.924022844289137,28.06040009960686,22.070956055198906,43.98132020148678,3.4615384615384617,8.0,3.4354485776805253,13.0
279,T02868A,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),0.0,0.0,0.0,0.0,81.9093018644978,0.0,0.794178396985583,0.0,0.0,81.42546539269608,0.0,0.0,0.0,0.0,0.0,59.55029721811764,5.0,1.0,0.0,1,2,20,1,3,0,7,0,3,7,1.5952913878159856,8.478260869565217,18.0,9.5260663507109,21.0,15.451774241359574,25.13933359781901,16.54264722635468,32.82090057373047,2.0,6.0,2.53041018387553,8.0
279,T02868A,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),0.0,0.0,0.0,0.0,81.9093018644978,0.0,0.794178396985583,0.0,0.0,81.42546539269608,0.0,0.0,0.0,0.0,0.0,59.55029721811764,5.0,1.0,0.0,1,2,20,1,3,0,7,0,3,7,1.5952913878159856,8.478260869565217,18.0,9.5260663507109,21.0,15.451774241359574,25.13933359781901,16.54264722635468,32.82090057373047,2.0,6.0,2.53041018387553,8.0
280,T04934B,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,21.770226114760654,0.0,11.05339786361777,44.63502356665146,0.0,30.79622042113533,0.0778037436396194,6.201693825497998,42.47046971795226,0.0,8.25950984903825,0.0,0.0,0.0,39.64211367478772,4.0,0.0,0.0,1,1,1,1,5,0,6,0,5,6,7.6938456833536755,11.08695652173913,15.0,10.689655172413794,15.0,20.794503865384566,38.16173111765008,18.9268635736362,38.16173111765008,4.47945205479452,12.0,3.99288256227758,12.0
281,T10394K,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),0.0,0.0,0.0,0.0,79.75813726194096,0.0,0.0,0.0,0.1327369247883905,67.52817813300027,0.0,11.871268904067684,0.0,0.0,0.0,120.22309981013092,4.0,1.0,0.31801751719251,1,11,25,2,2,0,7,0,2,7,5.689422551398479,21.63157894736842,30.0,19.670454545454547,30.0,29.784932354108367,40.60104217529297,30.191904503811717,40.60104217529297,4.977064220183486,10.0,5.015555555555555,11.0
282,T05481X,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.0,35.40487781118904,0.0,9.635660557531626,2.922429385137296,0.0,22.27840856117642,0.0,24.300582095314372,17.26340413458972,0.0,11.291305634582876,0.0,0.0,0.0,120.65115713893208,1.0,1.0,0.0,6,1,61,4,12,0,16,0,12,16,2.154978174408778,12.0,12.0,13.384615384615383,42.0,12.29618813416962,24.28533619847792,15.692154014214102,52.41265348108803,2.2333333333333334,6.0,2.9805194805194803,7.0
283,T18676X,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,36.61987007148044,17.189289877948003,24.74754529664562,3.560183603959688,0.0,28.20153231827994,24.63539380221237,18.564172456166474,14.31897510951351,0.0,32.940492229226166,0.0,0.0,50.639141597428704,41.19081558927304,5.0,0.0,0.0,1,1,1,2,0,0,0,0,0,0,4.564136096645033,10.2,12.0,10.875,12.0,11.371475300426642,19.438545101978747,11.616621908959896,19.438545101978747,2.111111111111111,5.0,1.7272727272727273,5.0
283,T18676X,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,36.61987007148044,17.189289877948003,24.74754529664562,3.560183603959688,0.0,28.20153231827994,24.63539380221237,18.564172456166474,14.31897510951351,0.0,32.940492229226166,0.0,0.0,50.639141597428704,41.19081558927304,5.0,0.0,0.0,1,1,1,2,0,0,0,0,0,0,4.564136096645033,10.2,12.0,10.875,12.0,11.371475300426642,19.438545101978747,11.616621908959896,19.438545101978747,2.111111111111111,5.0,1.7272727272727273,5.0
284,RD0061I,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.0,27.599272187882256,0.0,18.54611277907796,1.230932872289005,0.0,22.682991628840025,0.0,30.05190332768157,12.954280218151526,0.0,7.243276559885051,0.0,0.0,0.0,80.70814628636305,1.0,1.0,0.0,5,1,30,3,0,0,13,0,0,13,3.010839410385314,12.0,12.0,13.714285714285714,42.0,12.29618813416962,24.28533619847792,15.85635537684707,52.41265348108803,2.4074074074074074,6.0,3.0307692307692307,7.0
285,T00788T,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A),0.0,20.39964842910652,0.0,10.301556891560532,52.120195757418486,0.0,9.496310851273174,0.0,4.717757779901984,64.99024011611144,0.0,0.0,0.0,0.0,99.99999999999996,67.77423064036431,6.0,0.0,4.857077724071861,1,8,22,1,3,0,11,0,3,11,1.4312228377419682,16.017857142857142,24.0,16.01142857142857,24.0,22.84122131924628,26.37545596036044,22.773170481606098,29.02215992320668,3.6823529411764704,8.0,3.6019261637239164,8.0
286,T20492Q,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,13.188703021987946,0.0,0.0,58.031120365068745,0.0,4.228623818900088,0.0,3.500711963063363,63.42074091486989,0.0,14.426914560814245,0.0,0.0,0.0,62.12709675293974,5.0,1.0,0.0,1,1,1,1,7,0,11,0,7,11,8.65966306909939,15.321428571428571,27.0,14.507462686567164,27.0,25.75614179065472,30.16204593056127,24.113874093018712,30.16204593056127,4.08,9.0,3.977124183006536,9.0
286,T20492Q,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,13.188703021987946,0.0,0.0,58.031120365068745,0.0,4.228623818900088,0.0,3.500711963063363,63.42074091486989,0.0,14.426914560814245,0.0,0.0,0.0,62.12709675293974,5.0,1.0,0.0,1,1,1,1,7,0,11,0,7,11,8.65966306909939,15.321428571428571,27.0,14.507462686567164,27.0,25.75614179065472,30.16204593056127,24.113874093018712,30.16204593056127,4.08,9.0,3.977124183006536,9.0
