road_id,signals_50,transport_100,pois_noisy_100,pois_sensitive_100
30554781_30554782_0,1,6,13,1
30554782_30554783_0,1,9,15,1
30554782_678297060_0,3,7,16,1
30554783_30554803_0,1,6,17,1
30554783_30554782_0,1,9,15,1
30554784_30248595_0,1,3,19,1
30554784_30556794_0,1,3,16,1
30554803_415941159_0,1,4,19,1
30554803_30554804_0,1,3,24,1
30554804_30248595_0,1,3,18,1
30554807_30554808_0,1,2,33,5
30554807_30554603_0,1,3,24,3
30554808_82767734_0,1,2,27,5
30554811_30556746_0,1,2,44,3
30554812_30554813_0,1,2,56,2
30554812_30554811_0,1,2,51,2
30554813_30554853_0,1,2,52,1
30554813_30554812_0,1,2,56,2
30554813_30554859_0,1,2,62,3
30554840_30295038_0,1,4,1,1
30554840_359099649_0,1,5,1,1
30554843_415955415_0,3,3,6,1
30554843_126763485_0,5,4,9,1
30554844_30554845_0,1,2,5,1
30554845_3007755767_0,1,3,6,1
30554845_30295099_0,1,2,6,1
30554846_30960850_0,1,2,6,3
30554846_30554848_0,1,3,14,1
30554848_30554849_0,1,2,23,2
30554848_30617381_0,1,2,16,1
30554849_30554850_0,1,2,38,1
30554849_64934032_0,1,2,26,1
30554850_567448762_0,1,2,41,1
30554851_30554850_0,1,2,39,1
30554851_30554955_0,1,3,46,1
30554852_30554851_0,1,2,60,1
30554852_30554813_0,1,2,53,1
30554852_30554972_0,1,2,56,3
30554853_30556746_0,1,2,66,4
30554859_30554853_0,1,2,48,3
30554948_30254468_0,1,2,24,3
30554948_30333367_0,1,2,13,1
30554955_30556742_0,1,2,39,1
30554956_30554955_0,1,2,68,2
30554956_30554812_0,1,3,60,1
30554956_30554852_0,1,2,57,1
30554968_30254512_0,1,2,8,1
30554969_126690089_0,1,2,11,1
30554969_30554968_0,1,2,9,1
30554971_30554851_0,1,2,44,2
30554971_30554969_0,1,2,18,2
30554972_30554971_0,1,2,18,2
30554972_30553972_0,1,2,12,2
30554974_30553973_0,1,2,20,2
30554974_30555744_0,1,2,25,3
30554974_30554972_0,1,2,21,3
30554976_30555745_0,1,2,26,3
30554976_30554974_0,1,2,19,2
30554977_126699971_0,1,2,22,1
30554977_30554976_0,1,2,25,1
30555001_126797984_0,8,8,12,1
30555001_126803336_0,4,6,6,1
30555002_30243112_0,4,4,12,1
30555002_1487126966_0,3,6,6,1
30555003_30555002_0,2,2,6,1
30555003_1303457357_0,3,2,12,1
30555005_126545684_0,5,2,8,3
30555005_2579362585_0,3,2,6,2
30555006_30556413_0,4,2,9,1
30555006_30242957_0,4,3,17,2
30555007_30254026_0,5,5,28,1
30555007_30254053_0,5,4,32,1
30555009_30558456_0,4,4,4,2
30555009_30253725_0,4,4,4,2
30555012_308729529_0,2,2,5,1
30555012_30295286_0,2,2,4,1
30555016_3129196082_0,3,7,8,3
30555016_30555405_0,5,4,7,2
30555019_420892540_0,7,2,2,1
30555019_618404475_0,5,2,3,1
30555404_125930808_0,4,3,11,1
30555404_125932467_0,3,3,8,1
30555405_3129196084_0,5,4,6,1
30555407_769906824_0,3,2,1,1
30555407_30558464_0,6,3,1,2
30555408_30556152_0,1,2,1,1
30555408_30555407_0,3,2,1,1
30555502_30332650_0,1,2,1,1
30555502_2293731612_0,1,4,1,2
30555503_30555979_0,1,2,3,1
30555687_30243335_0,2,2,8,1
30555687_30243394_0,6,2,19,1
30555744_415947301_0,1,2,23,3
30555744_30554859_0,1,2,32,3
30555744_30555745_0,1,2,30,3
30555745_30555746_0,1,2,30,2
30555745_30333330_0,1,3,43,2
30555746_1368967598_0,1,2,37,2
30555972_30254194_0,10,6,28,2
30555972_30242962_0,7,6,32,1
30555974_30243391_0,4,6,33,2
30555974_1396408887_0,5,6,44,2
30555975_30254029_0,3,2,18,2
30555975_30254056_0,5,2,26,3
30555976_915702746_0,5,2,9,1
30555976_2749938625_0,6,2,12,2
30555976_30253992_0,4,2,17,1
30555979_30555980_0,1,2,3,1
30555979_30332652_0,1,2,3,2
30555980_30332655_0,1,2,1,1
30555980_30555502_0,1,2,1,1
30555981_30332654_0,1,2,1,1
30555981_13085109594_0,1,2,2,1
30556066_616512950_0,7,2,13,1
30556093_30332653_0,1,2,1,2
30556093_30332761_0,1,2,1,2
30556099_126803334_0,5,5,15,1
30556099_1303465751_0,1,3,11,1
30556151_30558462_0,3,3,4,1
30556152_30556151_0,2,3,4,1
30556152_4485281937_0,1,2,3,1
30556159_4485281938_0,1,5,8,1
30556159_1303440697_0,1,5,6,1
30556161_2293731594_0,4,2,1,1
30556269_1303457269_0,2,14,3,2
30556269_1297710569_0,2,10,2,2
30556337_30558449_0,1,3,22,1
30556408_2881600611_0,4,5,7,1
30556408_7376904297_0,3,4,7,1
30556410_1695056491_0,1,2,2,1
30556410_30254079_0,2,2,4,1
30556411_30556410_0,1,2,3,1
30556411_412442324_0,1,2,6,1
30556413_30556411_0,2,3,6,1
30556413_30254082_0,4,4,15,1
30556414_30254084_0,4,3,18,1
30556414_30555006_0,4,3,14,1
30556416_3193312157_0,10,3,2,1
30556416_1303457329_0,3,3,12,1
30556539_30556542_0,1,4,18,2
30556539_126699974_0,1,3,15,2
30556542_30556099_0,1,3,10,1
30556617_364722133_0,2,4,23,4
30556619_30247426_0,4,5,20,7
30556620_30248592_0,5,4,18,4
30556620_30556621_0,2,2,16,4
30556621_2704433482_0,1,2,14,4
30556625_82026109_0,4,3,10,1
30556625_30554804_0,3,2,27,1
30556631_30254381_0,1,2,20,2
30556631_30554609_0,1,2,33,3
30556734_30295097_0,2,3,9,1
30556734_5929181006_0,1,3,8,1
30556736_60962859_0,1,2,2,2
30556736_30556737_0,1,2,3,2
30556737_60969513_0,1,2,3,2
30556737_30556738_0,2,2,5,2
30556738_30254466_0,2,2,7,3
30556738_30556739_0,2,2,9,2
30556739_30556740_0,2,2,19,2
30556740_30556741_0,1,3,24,1
30556741_30556742_0,1,2,21,1
30556741_64934032_0,1,3,38,1
30556742_30254437_0,1,2,33,1
30556744_30554956_0,1,3,52,2
30556744_30554811_0,1,3,41,2
30556746_30554604_0,1,3,40,3
30556746_30556748_0,1,3,46,3
30556748_30556749_0,2,3,40,2
30556748_30333369_0,1,5,39,4
30556749_126697585_0,2,2,33,2
30556754_30554613_0,5,3,27,2
30556794_30556801_0,1,3,27,1
30556794_30554784_0,1,3,16,1
30556801_1457931649_0,3,3,14,1
30556803_30556801_0,4,4,15,1
30556803_30556818_0,3,4,12,1
30556818_442540298_0,5,5,13,2
30558181_30556619_0,5,5,12,5
30558181_30248592_0,3,5,13,1
30558207_30558208_0,1,2,1,1
30558208_30558207_0,1,2,1,1
30558208_30558212_0,1,6,1,1
30558208_30558246_0,1,2,1,1
30558212_1002675928_0,3,10,6,1
30558214_30558218_0,1,2,3,1
30558214_30247386_0,1,6,2,1
30558218_7679659712_0,1,2,3,1
30558219_30558292_0,3,4,8,1
30558219_30558257_0,1,2,9,1
30558221_7679659712_0,1,5,4,1
30558221_30558252_0,3,7,4,1
30558240_3191418779_0,3,3,1,1
30558240_30617584_0,1,3,1,1
30558241_30558240_0,1,3,1,1
30558241_688393879_0,1,2,1,1
30558243_30558241_0,1,2,2,1
30558243_688393836_0,1,2,2,1
30558244_30313171_0,3,3,5,2
30558244_30237685_0,4,6,5,1
30558246_30558208_0,1,2,1,1
30558246_3055187877_0,1,2,1,2
30558251_30558212_0,1,7,1,1
30558251_30558246_0,1,3,1,1
30558252_30558221_0,3,7,4,1
30558252_30247395_0,3,3,1,1
30558253_30558252_0,3,3,2,1
30558254_30558253_0,1,2,3,1
30558255_30558254_0,1,2,7,1
30558255_412370062_0,1,2,9,1
30558256_30558255_0,1,2,11,1
30558256_408908796_0,1,2,14,2
30558257_30558256_0,1,2,9,1
30558258_30558257_0,1,3,11,2
30558258_30558261_0,1,3,12,1
30558261_412370995_0,4,3,9,3
30558292_412549139_0,3,3,3,1
30558292_30558258_0,3,3,11,2
30558292_412370999_0,6,3,8,1
30558293_5916226402_0,1,2,4,1
30558293_408908796_0,1,2,12,1
30558293_30558258_0,1,3,11,1
30558390_412371013_0,1,2,6,1
30558390_30558391_0,5,4,9,2
30558391_535233410_0,6,4,9,2
30558391_60969501_0,5,4,7,2
30558391_412370994_0,6,4,8,2
30558393_30313177_0,3,7,5,1
30558393_30237689_0,4,7,4,1
30558394_30558393_0,2,6,3,1
30558394_290025527_0,1,3,1,1
30558395_30558394_0,1,3,5,1
30558395_91783971_0,3,2,4,1
30558414_30313161_0,1,2,4,1
30558414_30313178_0,1,3,4,1
30558429_13479783098_0,4,12,8,1
30558433_30558429_0,2,11,11,1
30558433_269379907_0,4,4,9,1
30558435_724126667_0,1,3,5,1
30558439_30558435_0,1,2,6,1
30558439_30558476_0,1,2,9,1
30558444_30558445_0,1,3,7,1
30558444_409003210_0,1,3,5,1
30558445_30558446_0,1,2,9,1
30558445_412370060_0,1,2,7,1
30558446_409005531_0,1,2,10,1
30558446_6238824734_0,1,2,9,1
30558447_30558390_0,1,2,6,1
30558449_30254052_0,2,3,22,2
30558449_30556337_0,1,3,22,1
30558451_7507211789_0,7,12,22,2
30558452_30555001_0,7,8,11,1
30558452_30558453_0,4,4,7,1
30558453_1487126963_0,2,4,8,1
30558453_30243114_0,2,4,8,1
30558454_30333313_0,1,2,10,1
30558454_30555003_0,2,3,13,1
30558454_30243157_0,2,2,7,1
30558456_1303440709_0,2,2,1,1
30558456_30333308_0,5,2,5,1
30558458_11541136046_0,6,2,9,1
30558458_308729529_0,3,2,8,1
30558458_30558459_0,4,4,9,1
30558459_7526485262_0,6,4,10,1
30558459_5402582937_0,4,8,12,1
30558459_5402582931_0,5,6,14,1
30558461_30558462_0,3,3,5,1
30558462_30555407_0,3,3,4,1
30558464_30558465_0,3,2,2,3
30558464_30253440_0,3,2,1,2
30558465_30555019_0,3,2,1,1
30558475_724126687_0,4,3,8,1
30558476_30558475_0,2,2,7,1
30558477_30558439_0,1,2,4,1
30558477_1382873523_0,4,4,5,2
30558511_724126624_0,2,2,5,1
30558511_59850119_0,4,3,7,1
30558512_557230343_0,3,2,3,1
30558512_30558511_0,3,2,3,1
30558545_540312576_0,7,5,7,1
30558545_30294432_0,1,2,6,1
30558546_30558547_0,1,2,7,1
30558547_30294492_0,1,2,9,1
30558547_30294190_0,1,2,9,1
30558551_30294185_0,1,3,16,3
30558551_1477718847_0,2,7,19,3
30558555_30558545_0,1,4,6,1
30558556_30294433_0,1,2,6,1
30558556_30558546_0,1,2,5,1
30558557_30294335_0,1,3,6,1
30558557_30558558_0,1,3,6,1
30558557_829252510_0,1,3,4,1
30558558_30294329_0,1,2,3,1
30558558_30558559_0,1,2,13,1
30558559_30294331_0,1,2,11,1
30558559_30558560_0,1,2,12,1
30558560_30558562_0,1,2,12,1
30558560_30294332_0,1,2,11,1
30558562_30294340_0,1,2,11,1
30558562_533954387_0,1,2,11,1
30558567_8465744797_0,2,6,4,1
30558573_30294451_0,7,7,8,1
30558573_60591112_0,4,6,17,1
30558573_2294043882_0,3,5,7,1
30558573_3618504789_0,4,6,9,1
30558576_569768103_0,1,4,6,1
30558576_2497223449_0,1,2,4,1
30558578_30264558_0,1,2,5,1
30558578_30264557_0,1,3,4,1
30617336_2189800381_0,1,2,1,1
30617336_30617337_0,1,3,1,1
30617337_3007591790_0,1,5,3,1
30617347_412446059_0,1,3,4,1
30617355_690812102_0,8,5,4,2
30617356_415956314_0,6,5,6,2
30617356_260723606_0,3,3,6,3
30617357_30617420_0,1,3,9,1
30617357_82748657_0,1,3,5,1
30617357_30617411_0,1,3,11,1
30617381_30556737_0,1,2,15,2
30617381_30556739_0,2,2,15,1
30617384_8177465454_0,1,2,8,2
30617384_30554848_0,1,3,17,3
30617385_30960832_0,1,2,9,3
30617385_30617384_0,1,2,9,3
30617389_30295134_0,1,2,7,1
30617389_30617409_0,1,2,9,1
30617390_126683892_0,1,2,4,1
30617409_1375697892_0,1,2,5,1
30617409_30295106_0,1,2,5,1
30617411_30553750_0,1,3,11,1
30617411_30617357_0,1,3,11,1
30617419_30313349_0,4,4,20,6
30617419_30247416_0,2,5,18,2
30617420_30617357_0,1,3,9,1
30617420_30617389_0,1,2,6,1
30617540_432467121_0,1,2,4,1
30617541_30237680_0,2,3,4,1
30617541_30617552_0,1,3,4,1
30617542_30617541_0,1,3,3,1
30617542_288024058_0,4,3,2,1
30617551_432510087_0,4,3,6,1
30617551_30617542_0,1,2,4,1
30617552_30617551_0,1,2,5,1
30617552_30617577_0,1,2,8,1
30617554_30294778_0,1,2,5,1
30617577_30237678_0,2,2,5,1
30617577_432467110_0,1,3,5,1
30617578_30617541_0,4,3,4,1
30617578_288024058_0,5,3,1,1
30617580_688393885_0,1,3,4,1
30617580_688393862_0,1,3,4,1
30617583_688393879_0,1,4,1,1
30617583_30558240_0,1,4,1,1
30617584_688393834_0,1,2,1,1
30617584_30617585_0,1,7,1,1
30617585_2087205004_0,2,9,1,1
30617585_2625927687_0,1,8,1,1
30617598_30617577_0,1,2,7,1
30617598_30294783_0,1,2,8,1
30617599_30294853_0,1,2,1,1
30617599_30617554_0,1,2,5,1
30617602_390878338_0,1,3,1,1
30617602_30617606_0,1,8,1,1
30617602_11239790234_0,4,5,2,1
30617606_30617607_0,1,5,1,1
30617606_8286877334_0,1,5,1,1
30617607_30617608_0,1,6,1,1
30617607_30617617_0,1,11,1,1
30617608_30617611_0,1,4,1,1
30617611_412450367_0,1,7,1,1
30617611_30617612_0,1,3,1,1
30617612_1357271791_0,1,3,1,1
30617617_412450367_0,1,5,1,1
30617622_30617617_0,1,11,3,2
30617622_30617626_0,1,8,3,2
30617626_1365367852_0,1,4,1,2
30617626_8151705401_0,1,8,1,4
30617631_8293362944_0,1,3,5,1
30617631_30254593_0,1,2,3,1
30617632_30617633_0,1,3,5,1
30617632_412451123_0,3,5,6,1
30617633_30617636_0,1,5,3,1
30617636_387127521_0,1,4,1,1
30617636_2628897485_0,1,3,1,1
30617695_2665264315_0,3,6,5,1
30617697_1588281289_0,1,2,1,1
30617697_1306211534_0,1,3,1,1
30617700_30254638_0,1,2,3,3
30617701_30617717_0,1,2,5,2
30617701_30617703_0,1,2,6,2
30617701_30617700_0,1,2,4,3
30617703_30617701_0,1,2,6,2
30617703_256607726_0,1,2,6,2
30617712_2706190190_0,1,2,1,1
30617717_1046607401_0,1,2,1,1
30617717_2706190120_0,1,2,1,1
30617733_30617734_0,1,3,1,1
30617734_30617733_0,1,3,1,1
30617734_9350842938_0,1,2,1,1
30617737_30617738_0,1,3,1,1
30617737_2706990669_0,1,3,1,1
30617738_30617812_0,1,3,1,1
30617738_30617760_0,1,3,1,1
30617760_30617813_0,1,2,1,1
30617761_30617811_0,1,4,1,1
30617761_449385488_0,1,5,1,1
30617762_30617734_0,1,3,1,1
30617762_30617761_0,1,3,1,1
30617762_30617737_0,1,4,1,1
30617765_770847801_0,1,3,1,1
30617766_9350529921_0,1,2,1,1
30617766_2815387255_0,1,2,1,1
30617785_30617786_0,1,5,7,1
30617785_392351069_0,3,5,2,1
30617785_387127524_0,2,3,5,1
30617786_30617787_0,1,4,5,1
30617786_863733312_0,1,4,6,1
30617787_30617789_0,1,4,11,1
30617787_863733275_0,1,3,5,1
30617789_387127534_0,1,3,8,1
30617794_387127519_0,1,8,8,1
30617794_30617795_0,1,6,12,1
30617795_863733378_0,1,4,10,2
30617795_30617796_0,1,6,10,1
30617796_387127590_0,1,4,10,2
30617800_947908702_0,6,9,3,1
30617800_2707390543_0,10,7,3,1
30617801_30617800_0,4,6,2,1
30617801_30618051_0,1,2,2,1
30617804_1255304807_0,1,3,1,1
30617805_950161652_0,1,3,1,1
30617805_955341713_0,1,3,1,1
30617805_30617804_0,1,5,1,1
30617807_2505284838_0,1,3,3,1
30617807_790024603_0,1,3,5,1
30617807_2606686560_0,1,3,3,1
30617811_30617812_0,1,3,1,1
30617811_30617737_0,1,3,1,1
30617811_30617761_0,1,4,1,1
30617812_30617811_0,1,3,1,1
30617812_30617813_0,1,3,1,1
30617813_30617814_0,1,2,1,1
30617813_30617812_0,1,3,1,1
30617814_790034791_0,1,3,1,1
30617814_30617813_0,1,2,1,1
30617814_960619341_0,1,2,1,1
30617833_30618056_0,2,5,1,1
30617833_3822804384_0,5,6,1,1
30617833_1635327538_0,5,7,2,1
30617835_30617836_0,4,8,1,1
30617835_481146996_0,4,8,1,1
30617835_1635327538_0,6,8,1,1
30617836_947908702_0,4,8,2,1
30617836_30617835_0,4,8,1,1
30617900_903833766_0,1,2,1,1
30617904_1017920159_0,1,2,1,1
30617904_903833789_0,3,2,1,1
30617907_416012188_0,1,5,1,1
30617909_4189406778_0,8,9,3,1
30617909_960625589_0,4,5,3,1
30617918_1017920205_0,2,2,5,1
30617918_8710875305_0,1,2,3,1
30617932_2059751742_0,1,4,9,1
30617933_1017920188_0,2,2,4,1
30617933_30617932_0,1,2,9,1
30617934_416012211_0,1,2,1,1
30617934_30617933_0,1,2,2,1
30618051_481122563_0,4,2,2,1
30618051_3623788198_0,4,2,2,1
30618051_30618052_0,1,2,2,1
30618052_1312339726_0,1,2,1,1
30618053_30618054_0,3,4,1,1
30618053_2020393229_0,3,5,1,1
30618054_30618055_0,1,2,1,1
30618054_3822804392_0,3,2,2,1
30618055_30618056_0,1,2,1,1
30618056_30618057_0,1,2,1,1
30618056_481122345_0,1,2,1,1
30618057_481146996_0,1,2,1,1
30618057_1635327538_0,4,6,1,1
30618058_481147019_0,1,2,1,1
30618062_1714171423_0,1,2,1,1
30618063_30618062_0,1,2,2,1
30618063_30618075_0,1,2,3,1
30618070_598224642_0,1,2,1,2
30618070_30618071_0,1,2,3,1
30618071_30618073_0,1,2,4,2
30618071_598224514_0,1,2,3,2
30618073_598224641_0,1,2,5,3
30618073_30295509_0,1,2,4,2
30618075_30618092_0,2,2,2,1
30618075_30618076_0,2,5,2,3
30618076_319429258_0,3,4,1,3
30618077_30618078_0,2,2,1,1
30618077_1312339740_0,2,3,1,1
30618078_30618089_0,1,3,1,1
30618078_1714171423_0,1,2,1,1
30618089_30618075_0,1,4,1,1
30618092_1624143902_0,2,2,1,1
30618092_319429258_0,5,3,2,3
30618094_30618095_0,5,5,1,1
30618094_319429060_0,3,4,1,1
30618095_395286289_0,4,5,1,1
30618095_30618096_0,2,6,1,1
30618096_769906819_0,1,3,1,1
30618097_2689486042_0,2,2,1,1
30618100_30618097_0,1,2,1,1
30618100_1313997602_0,3,5,1,1
30618112_4758438067_0,5,3,1,1
30618112_30618113_0,7,3,3,1
30618113_30618100_0,4,3,4,1
30625851_7037105577_0,1,2,2,2
30625895_30914440_0,4,2,8,1
30625895_30294316_0,4,4,9,1
30625896_178520716_0,1,3,13,2
30625896_30625895_0,3,3,7,1
30625897_30625896_0,1,3,5,1
30625897_178519633_0,1,2,3,1
30625899_30625897_0,1,2,4,1
30625899_1982155709_0,3,2,3,1
30625911_806808405_0,1,3,5,1
30625911_30264304_0,1,3,4,1
30646179_30243952_0,1,2,34,1
30646179_30254288_0,1,2,32,1
30646198_4690881901_0,1,2,27,1
30646806_30254286_0,1,2,13,2
30646806_10308985977_0,1,2,22,3
30647222_208974064_0,1,2,45,1
30647463_230161188_0,1,3,17,1
30647463_230158668_0,1,2,17,1
30647906_30647878_0,1,3,37,2
30647907_30647906_0,1,2,20,2
30647907_30238383_0,1,2,22,3
30647925_4538123596_0,4,2,3,1
30685337_30685340_0,4,3,10,1
30685338_30243047_0,8,8,21,1
30685338_8173071606_0,11,12,13,1
30685340_30243321_0,4,5,13,1
30685340_1589583429_0,5,5,13,4
30685341_30237630_0,10,4,17,2
30685341_4470657986_0,15,5,16,1
30686171_30686201_0,1,2,4,1
30686179_5943146523_0,1,2,17,2
30686192_30686179_0,1,2,18,3
30686192_30294498_0,7,11,22,5
30686200_30307971_0,1,4,6,2
30686200_30307946_0,1,2,3,2
30686201_30686200_0,1,2,3,2
30686201_30264315_0,1,2,3,1
30686201_571411365_0,1,2,10,2
30686209_30686210_0,1,3,8,1
30686209_178523527_0,1,3,9,1
30686209_5389145152_0,1,5,11,1
30686210_178519633_0,1,2,1,1
30686210_30625896_0,1,3,5,1
30686211_30264420_0,1,2,1,1
30686211_7037105630_0,3,2,3,1
30686214_1982155704_0,5,2,3,1
30686337_30686171_0,3,4,8,3
30686337_30307974_0,4,3,6,2
30686338_30264320_0,2,2,2,2
30686338_1012815284_0,2,2,2,2
30686342_30264420_0,2,2,2,1
30686342_7037105630_0,4,2,3,1
30686353_178520714_0,3,4,12,1
30686353_178547786_0,8,6,17,1
30686353_30914370_0,7,8,20,2
30686354_178520714_0,1,2,9,1
30686354_30686355_0,1,2,7,3
30686354_3324784405_0,1,5,16,1
30686355_30686356_0,3,2,7,3
30686355_30686354_0,1,2,7,3
30686355_9939580063_0,1,2,7,4
30686356_30686355_0,3,2,7,3
30686356_30625851_0,3,2,10,3
30686357_760332212_0,7,2,5,1
30686357_3049188200_0,7,2,6,1
30688819_1506156403_0,1,3,1,1
30688824_30688819_0,1,7,1,2
30688824_8412738278_0,1,5,1,1
30688824_30688837_0,1,4,1,1
30688829_8412738277_0,1,4,1,1
30688829_30688837_0,1,2,1,1
30688829_387130629_0,1,2,1,1
30688836_1863725886_0,1,3,1,1
30688837_1506154303_0,1,4,1,1
30688839_1863716081_0,1,7,3,1
30688839_30688904_0,1,4,3,1
30688879_4475342368_0,3,6,7,1
30688879_412446078_0,10,8,13,1
30688879_30688880_0,3,7,8,1
30688880_30689037_0,3,7,9,1
30688880_30688879_0,3,7,8,1
30688883_30689040_0,2,3,2,1
30688883_1503027493_0,3,2,4,1
30688888_30688906_0,3,4,3,1
30688888_30688883_0,4,5,3,1
30688904_30688888_0,2,5,2,1
30688904_273101947_0,1,4,2,1
30688906_849592995_0,8,5,2,1
30689037_30689040_0,2,6,7,1
30689037_273101950_0,2,4,6,1
30689037_30688880_0,3,7,9,1
30689040_30688904_0,1,4,2,1
30689042_273101947_0,1,2,2,1
30689042_847715523_0,1,4,2,1
30689056_387130505_0,1,2,4,1
30689056_31286185_0,1,3,2,1
30689056_30689057_0,1,2,3,1
30689056_1563507928_0,1,2,3,1
30689057_30689056_0,1,2,3,1
30689058_387127774_0,1,3,1,1
30689058_7222927910_0,1,3,1,1
30689094_1695282636_0,1,3,2,1
30689094_3823645381_0,3,3,3,1
30689095_30689094_0,1,2,1,1
30689095_1695282600_0,1,2,1,1
30689096_1695282562_0,1,2,1,1
30689096_30689095_0,1,2,1,1
30689098_2689685268_0,6,3,3,1
30689098_30689096_0,4,4,1,1
30689098_1299373044_0,4,3,1,1
30689100_8378820672_0,1,4,2,1
30689100_30689098_0,4,3,1,1
30689101_30689242_0,1,2,1,1
30689101_30295400_0,1,2,1,1
30689104_3822859923_0,1,4,1,1
30689104_30295331_0,1,5,1,1
30689117_30689118_0,1,3,2,2
30689117_30295380_0,1,2,1,2
30689118_30689119_0,7,2,2,1
30689118_30295394_0,4,2,1,1
30689119_387130494_0,7,3,2,1
30689119_387130495_0,10,2,2,1
30689120_30295339_0,7,3,6,1
30689120_1312053341_0,5,3,5,1
30689122_423434629_0,1,2,1,1
30689122_421265634_0,1,2,1,1
30689122_319600517_0,1,2,1,1
30689129_2063950829_0,3,2,3,1
30689130_30618062_0,3,2,6,1
30689140_30689179_0,6,7,8,3
30689140_125935921_0,6,8,4,4
30689140_30295338_0,7,5,4,3
30689170_429743604_0,1,3,1,1
30689170_8270228863_0,6,4,1,1
30689173_30297213_0,1,5,3,1
30689173_30689175_0,1,6,1,1
30689175_30689276_0,1,4,1,1
30689179_3860517847_0,3,3,7,1
30689242_30295348_0,1,4,1,1
30689242_387130529_0,1,2,1,1
30689243_30689244_0,3,4,2,1
30689243_30295335_0,5,4,2,1
30689244_30295341_0,1,6,3,3
30689244_31286310_0,2,8,4,1
30689253_8227535510_0,1,2,1,2
30689276_995424000_0,2,3,1,1
30689276_1086926864_0,1,4,1,1
30689276_429742264_0,1,3,1,1
30689520_2407371630_0,7,6,5,1
30689520_506223330_0,4,4,5,1
30689522_30332979_0,2,4,10,1
30689522_30253380_0,3,2,9,1
30689524_30689525_0,1,5,6,2
30689524_365565046_0,4,4,12,2
30689525_30312831_0,3,5,5,2
30689525_381897075_0,4,6,4,2
30689530_30253212_0,9,4,9,1
30689530_30689531_0,8,3,16,1
30689531_30253278_0,5,2,3,1
30689531_385664091_0,4,2,7,1
30689532_11411140555_0,5,14,2,2
30689532_1297445118_0,4,6,1,1
30689532_312680292_0,8,12,4,1
30689533_30689532_0,5,7,2,1
30689533_4435194975_0,4,4,5,1
30689536_506223345_0,3,2,1,1
30689536_30312978_0,3,2,1,1
30689544_2291722043_0,3,4,10,1
30689544_30689536_0,3,3,6,1
30689549_30312486_0,16,4,9,1
30689549_30313062_0,9,6,3,1
30689550_30689549_0,5,4,3,1
30689550_279148247_0,6,4,3,1
30689551_347353583_0,3,5,1,1
30689551_30689550_0,9,5,3,1
30689552_30253296_0,5,4,3,1
30689552_347353583_0,6,6,1,1
30689552_30313064_0,5,2,1,1
30884265_112382699_0,1,6,32,1
30884299_30227232_0,1,2,22,1
30884329_4397169306_0,1,4,27,2
30884329_30884299_0,1,2,26,2
30884329_30884341_0,1,2,19,1
30884331_2501123851_0,1,2,21,3
30884341_30227198_0,1,2,21,2
30884358_30343569_0,1,2,29,1
30884371_30343621_0,1,3,10,2
30884377_21638868_0,1,3,22,2
30884377_21638878_0,1,3,20,2
30884408_240882893_0,3,4,41,1
30914307_30294315_0,1,2,6,1
30914307_30914308_0,1,2,3,1
30914308_4269412954_0,1,2,3,1
30914308_30914422_0,1,2,4,1
30914312_4269412906_0,4,6,11,1
30914312_30914370_0,4,7,13,2
30914370_30307932_0,4,7,14,2
30914370_30686353_0,7,8,20,2
30914373_30914390_0,1,2,9,1
30914373_9286121170_0,1,2,7,1
30914390_178547786_0,5,4,13,1
30914404_30914405_0,1,8,11,1
30914404_530687854_0,1,7,7,1
30914405_1500032695_0,1,6,9,1
30914405_1121909724_0,5,7,10,1
30914408_30914422_0,1,2,4,1
30914408_1500032695_0,1,3,5,1
30914417_30914405_0,1,3,9,1
30914417_530687854_0,1,4,4,1
30914422_30914417_0,1,2,4,1
30914440_539184669_0,4,2,7,1
30914440_30307932_0,4,6,10,1
30914440_30625895_0,4,2,8,1
30914460_8319500689_0,1,6,3,1
30914460_1514106961_0,1,5,6,1
30914511_191823363_0,1,4,5,2
30914511_3865124116_0,2,3,7,2
30960622_1198354153_0,1,3,6,1
30960622_402894803_0,1,4,7,1
30960624_412449344_0,1,5,2,1
30960624_429352243_0,1,4,3,1
30960627_9408480017_0,3,5,4,2
30960627_690812143_0,5,6,4,1
30960628_412446735_0,1,2,4,2
30960628_1198354157_0,1,3,6,1
30960628_30960639_0,1,2,4,1
30960629_30960622_0,1,4,8,1
30960632_2458217808_0,1,3,1,1
30960632_1542408939_0,1,2,1,1
30960632_30617337_0,1,3,1,1
30960639_30960628_0,1,2,4,1
30960642_2463014352_0,3,2,5,1
30960642_8530189630_0,6,4,6,1
30960653_412464587_0,1,4,1,1
30960653_412415483_0,1,4,1,1
30960653_30254569_0,1,5,1,1
30960664_30960665_0,1,5,1,1
30960664_1695239287_0,1,4,1,1
30960665_30960666_0,1,4,1,1
30960666_30960764_0,1,3,1,1
30960666_30960667_0,1,3,1,2
30960667_359099425_0,2,4,4,2
30960669_415955413_0,5,2,2,1
30960669_30960813_0,17,10,15,3
30960764_30295037_0,1,2,1,1
30960786_412461955_0,2,4,2,1
30960786_390878435_0,1,7,3,1
30960805_1225083271_0,1,4,1,1
30960808_412461954_0,1,2,1,1
30960810_535233455_0,1,4,1,1
30960810_412549132_0,1,3,3,1
30960812_412549130_0,2,3,4,1
30960812_30960819_0,1,2,1,1
